leg_x,leg_y,correlation,pair_bucket,corr_threshold_used,sector_x,sector_y
EEM,EWG,0.80688190477634,Same Sector,0.7,International,International
EEM,EWQ,0.8065886056365801,Same Sector,0.7,International,International
SCHV,VGT,0.8065757221923989,Cross Sector,0.7,Factor,Technology
VYM,EWQ,0.8064602086338117,Cross Sector,0.7,Factor,International
SCHV,XLK,0.8064139662112596,Cross Sector,0.7,Factor,Technology
MOO,EEM,0.8064043175233676,Cross Sector,0.7,Commodities,International
IJH,FEZ,0.8063516171198776,Cross Sector,0.7,Broad Market,International
VTV,EEM,0.8062397926718375,Cross Sector,0.7,Factor,International
VYM,FEZ,0.8062350210179869,Cross Sector,0.7,Factor,International
IWM,XHB,0.8061760459326731,Cross Sector,0.7,Broad Market,Consumer Discretionary
EWQ,EWA,0.806169454794834,Same Sector,0.7,International,International
SPY,MOO,0.8060451494691265,Cross Sector,0.7,Broad Market,Commodities
IVW,EZU,0.8060079332537392,Cross Sector,0.7,Factor,International
VUG,XLB,0.8059885691112442,Cross Sector,0.7,Factor,Materials
IJR,XHB,0.8059009199559194,Cross Sector,0.7,Broad Market,Consumer Discretionary
IWB,MOO,0.8057912775646912,Cross Sector,0.7,Broad Market,Commodities
VV,EWC,0.8057832679549544,Cross Sector,0.7,Broad Market,International
RSP,KRE,0.8057731779292097,Cross Sector,0.7,Broad Market,Financials
XLP,VYM,0.8056810217254211,Cross Sector,0.7,Consumer Staples,Factor
VV,MOO,0.8056754171887061,Cross Sector,0.7,Broad Market,Commodities
VB,EZU,0.8056660820038897,Cross Sector,0.7,Broad Market,International
MOO,VGK,0.8055802626882387,Cross Sector,0.7,Commodities,International
EWL,EWI,0.8055548096481722,Same Sector,0.7,International,International
IVE,EEM,0.8054946649348969,Cross Sector,0.7,Factor,International
FEZ,EWA,0.8054898642789162,Same Sector,0.7,International,International
SPY,EWC,0.8054834471774392,Cross Sector,0.7,Broad Market,International
IVE,IYR,0.8051598754533401,Cross Sector,0.7,Factor,Real Estate
SCHG,EFA,0.8051074400265367,Cross Sector,0.7,Factor,International
SCHV,FEZ,0.8050467711705679,Cross Sector,0.7,Factor,International
SCHV,EWQ,0.8048442164197989,Cross Sector,0.7,Factor,International
VWO,EWW,0.8048433188702367,Same Sector,0.7,International,International
RSP,XRT,0.8047145902828285,Cross Sector,0.7,Broad Market,Consumer Discretionary
VWO,EWN,0.8046024943507483,Same Sector,0.7,International,International
VTV,IYR,0.8045003785698259,Cross Sector,0.7,Factor,Real Estate
VOO,ITA,0.8044909676123382,Cross Sector,0.7,Broad Market,Industrials
VYM,KRE,0.8044461559947937,Cross Sector,0.7,Factor,Financials
VOO,EWA,0.804387356677697,Cross Sector,0.7,Broad Market,International
VEA,EWY,0.8042629389672803,Same Sector,0.7,International,International
VDE,EWC,0.8041998884762463,Cross Sector,0.7,Energy,International
EWC,EWA,0.8041404805579775,Same Sector,0.7,International,International
RSP,VNQ,0.8040801372414078,Cross Sector,0.7,Broad Market,Real Estate
IWD,IYR,0.80406203200862,Cross Sector,0.7,Factor,Real Estate
VWO,EWG,0.8040078321176282,Same Sector,0.7,International,International
EWU,XLB,0.8040051370609755,Cross Sector,0.7,International,Materials
MOO,IWD,0.8037433647305754,Cross Sector,0.7,Commodities,Factor
MDY,FEZ,0.8036527081720249,Cross Sector,0.7,Broad Market,International
VBR,SCHG,0.8036496367169569,Same Sector,0.7,Factor,Factor
IJR,KBE,0.8035988506488081,Cross Sector,0.7,Broad Market,Financials
IVV,SOXX,0.803565985816647,Cross Sector,0.7,Broad Market,Technology
VOO,FEZ,0.8034849834442228,Cross Sector,0.7,Broad Market,International
EEM,EWN,0.8032901464035025,Same Sector,0.7,International,International
VTV,XLV,0.8032894615372108,Cross Sector,0.7,Factor,Health Care
IJH,EWQ,0.8032600567985889,Cross Sector,0.7,Broad Market,International
MDY,EWC,0.8032515362249905,Cross Sector,0.7,Broad Market,International
VTV,EWA,0.8032431864443239,Cross Sector,0.7,Factor,International
OEF,ITA,0.8031229226757368,Cross Sector,0.7,Broad Market,Industrials
VOO,EWU,0.8029962073847383,Cross Sector,0.7,Broad Market,International
VBK,VGK,0.802953723102184,Cross Sector,0.7,Factor,International
OEF,EEM,0.8028231247441037,Cross Sector,0.7,Broad Market,International
IWM,IYW,0.8026499562843651,Cross Sector,0.7,Broad Market,Technology
IVV,MOO,0.8025901840589668,Cross Sector,0.7,Broad Market,Commodities
MOO,VWO,0.8025612143424081,Cross Sector,0.7,Commodities,International
VOO,SMH,0.8025246888623326,Cross Sector,0.7,Broad Market,Technology
DVY,VEA,0.8024539422126806,Cross Sector,0.7,Factor,International
VTV,VWO,0.8023640410144468,Cross Sector,0.7,Factor,International
QQQ,SCHV,0.8022557533694965,Cross Sector,0.7,Broad Market,Factor
DVY,IYR,0.8022509680401351,Cross Sector,0.7,Factor,Real Estate
VYM,XLK,0.8021197613754992,Cross Sector,0.7,Factor,Technology
XLI,EZU,0.802050566752503,Cross Sector,0.7,Industrials,International
SPYV,VGT,0.8018032716435581,Cross Sector,0.7,Factor,Technology
IVV,EWC,0.801671957249844,Cross Sector,0.7,Broad Market,International
VB,EPP,0.8013981679333267,Cross Sector,0.7,Broad Market,International
SLV,IAU,0.8013904017865955,Same Sector,0.7,Commodities,Commodities
IJR,EFA,0.8013669053990149,Cross Sector,0.7,Broad Market,International
QQQ,SPYV,0.8012403711697937,Cross Sector,0.7,Broad Market,Factor
VYM,IYR,0.8012083501227926,Cross Sector,0.7,Factor,Real Estate
VEA,EZA,0.8010734324918953,Same Sector,0.7,International,International
VWO,EPI,0.8009720143556036,Same Sector,0.7,International,International
EWL,EWP,0.8008784271200358,Same Sector,0.7,International,International
DIA,EWA,0.8008283056094242,Cross Sector,0.7,Broad Market,International
IJH,EWN,0.8007905346395011,Cross Sector,0.7,Broad Market,International
SLV,GLD,0.800772293360022,Same Sector,0.7,Commodities,Commodities
DVY,EFA,0.8003274406774192,Cross Sector,0.7,Factor,International
MOO,VTV,0.8003195171442127,Cross Sector,0.7,Commodities,Factor
VTV,EWC,0.8002906811316048,Cross Sector,0.7,Factor,International
VBK,VHT,0.8002615685960788,Cross Sector,0.7,Factor,Health Care
XLE,EWC,0.8001732040121201,Cross Sector,0.7,Energy,International
XLP,SCHV,0.8001575699544857,Cross Sector,0.7,Consumer Staples,Factor
MDY,EWQ,0.8001486421877004,Cross Sector,0.7,Broad Market,International
XLI,FEZ,0.8000142039954794,Cross Sector,0.7,Industrials,International
IVW,FEZ,0.7999852966658264,Cross Sector,0.7,Factor,International
DVY,XLB,0.7999672818441476,Cross Sector,0.7,Factor,Materials
SPYV,EWG,0.7998547524436092,Cross Sector,0.7,Factor,International
IVE,VWO,0.7998114059034189,Cross Sector,0.7,Factor,International
MOO,EWU,0.7992543206308675,Cross Sector,0.7,Commodities,International
EZU,XLB,0.7989364048112371,Cross Sector,0.7,International,Materials
VBK,VFH,0.7988982122544056,Cross Sector,0.7,Factor,Financials
IWM,XLK,0.798842507940888,Cross Sector,0.7,Broad Market,Technology
SPY,SOXX,0.7988358446959286,Cross Sector,0.7,Broad Market,Technology
IVE,EWA,0.7987469325413089,Cross Sector,0.7,Factor,International
XHB,VBK,0.7986787387339724,Cross Sector,0.7,Consumer Discretionary,Factor
SPYV,XLK,0.798564512994664,Cross Sector,0.7,Factor,Technology
VEA,ILF,0.7983273967003685,Same Sector,0.7,International,International
VUG,EZU,0.7981546698434703,Cross Sector,0.7,Factor,International
IVE,EWC,0.7980758607001359,Cross Sector,0.7,Factor,International
IWD,XLV,0.7979577064723783,Cross Sector,0.7,Factor,Health Care
EFA,EWY,0.7978686529117156,Same Sector,0.7,International,International
QQQ,VYM,0.7978487100200548,Cross Sector,0.7,Broad Market,Factor
EWS,EWY,0.7977667830497089,Same Sector,0.7,International,International
SPYV,EWN,0.7977537025173742,Cross Sector,0.7,Factor,International
IVE,VNQ,0.7977260672457172,Cross Sector,0.7,Factor,Real Estate
SPYV,KRE,0.7973813853119543,Cross Sector,0.7,Factor,Financials
VB,KBE,0.797320572245919,Cross Sector,0.7,Broad Market,Financials
IWM,VGK,0.7969011957717146,Cross Sector,0.7,Broad Market,International
IWF,EZU,0.796892911210312,Cross Sector,0.7,Factor,International
DIA,EEM,0.7968920779078803,Cross Sector,0.7,Broad Market,International
IJH,EWG,0.7968561339941403,Cross Sector,0.7,Broad Market,International
XLI,EWU,0.7968071211857658,Cross Sector,0.7,Industrials,International
VB,IYR,0.7967718981762315,Cross Sector,0.7,Broad Market,Real Estate
MOO,EWA,0.796623951906862,Cross Sector,0.7,Commodities,International
VB,FEZ,0.7965379762378637,Cross Sector,0.7,Broad Market,International
XLY,DVY,0.7963580702391843,Cross Sector,0.7,Consumer Discretionary,Factor
EWC,XME,0.7963098005979219,Cross Sector,0.7,International,Materials
VOO,EWG,0.7962374447604115,Cross Sector,0.7,Broad Market,International
VYM,VGT,0.7961935743393277,Cross Sector,0.7,Factor,Technology
SCHG,EWN,0.7961319134867779,Cross Sector,0.7,Factor,International
IJR,SCHG,0.7961194128428085,Cross Sector,0.7,Broad Market,Factor
VBR,EZU,0.796076960125024,Cross Sector,0.7,Factor,International
VTV,VNQ,0.796025123972873,Cross Sector,0.7,Factor,Real Estate
IVE,IYW,0.7959001080757995,Cross Sector,0.7,Factor,Technology
MDY,EWG,0.79589422351839,Cross Sector,0.7,Broad Market,International
OEF,VWO,0.7958860383706751,Cross Sector,0.7,Broad Market,International
IVW,EPP,0.7958758055271936,Cross Sector,0.7,Factor,International
IJR,VGT,0.795869133119229,Cross Sector,0.7,Broad Market,Technology
VB,EWN,0.7958167976178934,Cross Sector,0.7,Broad Market,International
SCHV,IYR,0.7958115635857238,Cross Sector,0.7,Factor,Real Estate
IJH,KBE,0.7957540163130582,Cross Sector,0.7,Broad Market,Financials
EPP,XLB,0.7957402480932095,Cross Sector,0.7,International,Materials
SPYV,EWC,0.7957002326190921,Cross Sector,0.7,Factor,International
EEM,EPI,0.7956722245839731,Same Sector,0.7,International,International
DVY,VNQ,0.7956628046187472,Cross Sector,0.7,Factor,Real Estate
MDY,EWN,0.7955786832962545,Cross Sector,0.7,Broad Market,International
XLI,EWQ,0.7955785081390409,Cross Sector,0.7,Industrials,International
IWD,VNQ,0.7954905613737917,Cross Sector,0.7,Factor,Real Estate
IVW,XLV,0.7954866515330412,Cross Sector,0.7,Factor,Health Care
IVW,DVY,0.795237276427949,Same Sector,0.7,Factor,Factor
XLF,IYR,0.7952198412213644,Cross Sector,0.7,Financials,Real Estate
VYM,XLV,0.7950965532015055,Cross Sector,0.7,Factor,Health Care
MDY,EEM,0.7948523118281375,Cross Sector,0.7,Broad Market,International
FEZ,XLB,0.7946074046216334,Cross Sector,0.7,International,Materials
XLI,VGT,0.7944739864761606,Cross Sector,0.7,Industrials,Technology
IYT,XLB,0.7944134734266822,Cross Sector,0.7,Industrials,Materials
VB,EWQ,0.7943562798851527,Cross Sector,0.7,Broad Market,International
XHB,SCHV,0.794231887974886,Cross Sector,0.7,Consumer Discretionary,Factor
VB,EWU,0.7942164292571171,Cross Sector,0.7,Broad Market,International
EPP,GXC,0.7941618461901053,Same Sector,0.7,International,International
IVE,XLV,0.7940407988478281,Cross Sector,0.7,Factor,Health Care
EFA,EZA,0.7938578332017758,Same Sector,0.7,International,International
VOO,EWQ,0.7937075325696682,Cross Sector,0.7,Broad Market,International
MDY,IYR,0.7936978108945343,Cross Sector,0.7,Broad Market,Real Estate
MOO,IVE,0.7936466305165232,Cross Sector,0.7,Commodities,Factor
VYM,VNQ,0.7933846942045366,Cross Sector,0.7,Factor,Real Estate
VB,EWC,0.7933310867975183,Cross Sector,0.7,Broad Market,International
VYM,EWG,0.7932520281778178,Cross Sector,0.7,Factor,International
VBK,EWN,0.7931174462214791,Cross Sector,0.7,Factor,International
SPYG,EZU,0.7930859621318125,Cross Sector,0.7,Factor,International
IJH,VHT,0.7930389027959197,Cross Sector,0.7,Broad Market,Health Care
EWG,EWA,0.7929032364627766,Same Sector,0.7,International,International
MDY,KBE,0.7925942557561989,Cross Sector,0.7,Broad Market,Financials
EWQ,XLB,0.7925725330952232,Cross Sector,0.7,International,Materials
BND,IEF,0.7925050193536761,Same Sector,0.7,Fixed Income,Fixed Income
QQQ,VEA,0.7924918188241983,Cross Sector,0.7,Broad Market,International
VTI,SMH,0.7924736756131525,Cross Sector,0.7,Broad Market,Technology
VUG,FEZ,0.7923426696031867,Cross Sector,0.7,Factor,International
OEF,SOXX,0.7921713565799273,Cross Sector,0.7,Broad Market,Technology
VBR,EWU,0.7920854089775913,Cross Sector,0.7,Factor,International
IWD,IYW,0.7919811588729546,Cross Sector,0.7,Factor,Technology
IWF,IYT,0.791974784515367,Cross Sector,0.7,Factor,Industrials
XLY,VEA,0.7919568520562043,Cross Sector,0.7,Consumer Discretionary,International
IWB,SMH,0.7919476087778231,Cross Sector,0.7,Broad Market,Technology
SPYG,IYT,0.7918927673337551,Cross Sector,0.7,Factor,Industrials
SCHV,EWG,0.7918653285086384,Cross Sector,0.7,Factor,International
VB,VNQ,0.7918514821707081,Cross Sector,0.7,Broad Market,Real Estate
MOO,XME,0.7918474439613579,Cross Sector,0.7,Commodities,Materials
IJH,IYR,0.7918011721968585,Cross Sector,0.7,Broad Market,Real Estate
VB,MOO,0.7917834356536031,Cross Sector,0.7,Broad Market,Commodities
IVW,EWG,0.7917409557233627,Cross Sector,0.7,Factor,International
IWF,FEZ,0.7916337283119632,Cross Sector,0.7,Factor,International
SPY,EWL,0.7914825922818878,Cross Sector,0.7,Broad Market,International
VOO,XHB,0.7912169623476588,Cross Sector,0.7,Broad Market,Consumer Discretionary
XLY,XHB,0.7911128981250564,Same Sector,0.7,Consumer Discretionary,Consumer Discretionary
VBR,VGT,0.7911046254158824,Cross Sector,0.7,Factor,Technology
EWN,EWA,0.7910569824864357,Same Sector,0.7,International,International
VEA,VGT,0.791002159676114,Cross Sector,0.7,International,Technology
IJH,EEM,0.7909456295102295,Cross Sector,0.7,Broad Market,International
DIA,XLP,0.7907748121719075,Cross Sector,0.7,Broad Market,Consumer Staples
XLF,VNQ,0.7907715670547115,Cross Sector,0.7,Financials,Real Estate
VTI,EWL,0.7907511117381909,Cross Sector,0.7,Broad Market,International
IEI,TLT,0.7906412879551423,Same Sector,0.7,Fixed Income,Fixed Income
SCHV,VNQ,0.7904596110602269,Cross Sector,0.7,Factor,Real Estate
XLV,IBB,0.7904230998479296,Same Sector,0.7,Health Care,Health Care
VV,SMH,0.7904087500487335,Cross Sector,0.7,Broad Market,Technology
DIA,VWO,0.7902803923336051,Cross Sector,0.7,Broad Market,International
IJH,EWA,0.7902740161893592,Cross Sector,0.7,Broad Market,International
SCHV,KRE,0.7901970836233851,Cross Sector,0.7,Factor,Financials
VUG,IYT,0.7901690664808555,Cross Sector,0.7,Factor,Industrials
IWB,EWL,0.790120140787926,Cross Sector,0.7,Broad Market,International
IVV,EWL,0.7900949156535217,Cross Sector,0.7,Broad Market,International
VBR,EPP,0.7900870285644644,Cross Sector,0.7,Factor,International
EFA,ILF,0.7900042743639822,Same Sector,0.7,International,International
VB,VHT,0.7899201978857803,Cross Sector,0.7,Broad Market,Health Care
IVW,EEM,0.7896929212564332,Cross Sector,0.7,Factor,International
IJR,QQQ,0.7896664661642004,Same Sector,0.7,Broad Market,Broad Market
XLI,EWG,0.7896567579997502,Cross Sector,0.7,Industrials,International
VUG,EPP,0.7896401757242111,Cross Sector,0.7,Factor,International
MDY,VHT,0.7896193266960111,Cross Sector,0.7,Broad Market,Health Care
QQQ,XLI,0.7894214230161587,Cross Sector,0.7,Broad Market,Industrials
SPYG,FEZ,0.7891260421235777,Cross Sector,0.7,Factor,International
IWM,KBE,0.7890793223157233,Cross Sector,0.7,Broad Market,Financials
COPX,XME,0.78885843274839,Cross Sector,0.7,Commodities,Materials
OEF,EWA,0.788845143965243,Cross Sector,0.7,Broad Market,International
MDY,EWA,0.788680263636061,Cross Sector,0.7,Broad Market,International
VB,EWG,0.7885127150332929,Cross Sector,0.7,Broad Market,International
VUG,EEM,0.7884792418044299,Cross Sector,0.7,Factor,International
VBR,FEZ,0.788415488307749,Cross Sector,0.7,Factor,International
IVV,SMH,0.7883863141863531,Cross Sector,0.7,Broad Market,Technology
QQQ,EFA,0.7882961406345844,Cross Sector,0.7,Broad Market,International
IVW,IYT,0.7881408852632271,Cross Sector,0.7,Factor,Industrials
VYM,EWA,0.7880676809683906,Cross Sector,0.7,Factor,International
IVW,EWQ,0.7880099854086686,Cross Sector,0.7,Factor,International
MDY,VNQ,0.7880058431771425,Cross Sector,0.7,Broad Market,Real Estate
VFH,IYT,0.7875882901858346,Cross Sector,0.7,Financials,Industrials
EPP,ILF,0.7875400637666052,Same Sector,0.7,International,International
SPYV,XLV,0.7872935991156707,Cross Sector,0.7,Factor,Health Care
XLI,XLK,0.7872279901135737,Cross Sector,0.7,Industrials,Technology
VV,EWL,0.787074864333182,Cross Sector,0.7,Broad Market,International
VUG,EWG,0.7868225343900318,Cross Sector,0.7,Factor,International
MDY,VWO,0.7867285904263233,Cross Sector,0.7,Broad Market,International
ITA,IYT,0.7865525807129128,Same Sector,0.7,Industrials,Industrials
VB,EEM,0.7865339206693498,Cross Sector,0.7,Broad Market,International
EEM,XLB,0.7865100102575812,Cross Sector,0.7,International,Materials
VBR,EWQ,0.7862838972124004,Cross Sector,0.7,Factor,International
VBK,EZU,0.7861626682437345,Cross Sector,0.7,Factor,International
EWS,EWH,0.7861471683229777,Same Sector,0.7,International,International
MOO,XLI,0.7860222580556194,Cross Sector,0.7,Commodities,Industrials
IWF,EEM,0.7859923003257674,Cross Sector,0.7,Factor,International
MOO,SPYV,0.7859907639605351,Cross Sector,0.7,Commodities,Factor
SPYV,EWA,0.7859764906631069,Cross Sector,0.7,Factor,International
EZU,EWC,0.785908372169188,Same Sector,0.7,International,International
SPYG,DVY,0.7856488762287581,Same Sector,0.7,Factor,Factor
VYM,EWN,0.7856196240086176,Cross Sector,0.7,Factor,International
IJH,VWO,0.7855293945127176,Cross Sector,0.7,Broad Market,International
XLI,EPP,0.7855011779534962,Cross Sector,0.7,Industrials,International
IWF,XLV,0.7853648323751062,Cross Sector,0.7,Factor,Health Care
IJR,VGK,0.7853605251807669,Cross Sector,0.7,Broad Market,International
SPYG,EPP,0.7852111780315152,Cross Sector,0.7,Factor,International
EFA,VGT,0.7851665842460338,Cross Sector,0.7,International,Technology
EPP,EZA,0.7851397187935368,Same Sector,0.7,International,International
VEA,XLK,0.785130287382968,Cross Sector,0.7,International,Technology
XLY,VFH,0.7850658679909227,Cross Sector,0.7,Consumer Discretionary,Financials
EPP,FXI,0.785034982740796,Same Sector,0.7,International,International
RSP,XLV,0.7850028467293269,Cross Sector,0.7,Broad Market,Health Care
QQQ,VBR,0.7849717869014531,Cross Sector,0.7,Broad Market,Factor
IWF,EWG,0.7849535904485258,Cross Sector,0.7,Factor,International
XLY,IAI,0.7847491325415417,Cross Sector,0.7,Consumer Discretionary,Financials
SCHV,EWN,0.7846563873329044,Cross Sector,0.7,Factor,International
VUG,VWO,0.7844342684629748,Cross Sector,0.7,Factor,International
VYM,EEM,0.7843928706812645,Cross Sector,0.7,Factor,International
IVW,VWO,0.7843840086127237,Cross Sector,0.7,Factor,International
EWG,XLB,0.7843783986703031,Cross Sector,0.7,International,Materials
IWM,EZU,0.7843309559961672,Cross Sector,0.7,Broad Market,International
VTI,XHB,0.7842875203873009,Cross Sector,0.7,Broad Market,Consumer Discretionary
IWD,EWL,0.7841951501051463,Cross Sector,0.7,Factor,International
VWO,XLB,0.7841521202667541,Cross Sector,0.7,International,Materials
IWF,EPP,0.7841482141162036,Cross Sector,0.7,Factor,International
SPYG,IAI,0.7840884762285356,Cross Sector,0.7,Factor,Financials
SPY,SMH,0.784068599623988,Cross Sector,0.7,Broad Market,Technology
SCHG,XLB,0.7840455886317066,Cross Sector,0.7,Factor,Materials
SPYG,XLV,0.7840201325181326,Cross Sector,0.7,Factor,Health Care
EFA,XLK,0.7839705790842889,Cross Sector,0.7,International,Technology
DIA,MOO,0.7838900662788197,Cross Sector,0.7,Broad Market,Commodities
IJH,VNQ,0.7838767050094145,Cross Sector,0.7,Broad Market,Real Estate
IAI,EFA,0.7837583663500151,Cross Sector,0.7,Financials,International
VYM,EWC,0.7836968517625288,Cross Sector,0.7,Factor,International
XHB,IVE,0.7835208303602641,Cross Sector,0.7,Consumer Discretionary,Factor
VTV,IYW,0.7834975331410131,Cross Sector,0.7,Factor,Technology
IAI,VEA,0.7834942916072137,Cross Sector,0.7,Financials,International
IVW,IAI,0.7832859932215339,Cross Sector,0.7,Factor,Financials
XLY,EFA,0.7829813257055057,Cross Sector,0.7,Consumer Discretionary,International
VWO,EWC,0.7828977361780507,Same Sector,0.7,International,International
VTI,XRT,0.7826143672207658,Cross Sector,0.7,Broad Market,Consumer Discretionary
EPP,EWL,0.782462562078903,Same Sector,0.7,International,International
EWQ,EWC,0.7824381234881315,Same Sector,0.7,International,International
DVY,VGK,0.7823676206039403,Cross Sector,0.7,Factor,International
IAI,IYT,0.7823466080144894,Cross Sector,0.7,Financials,Industrials
QQQ,VHT,0.7822860389009728,Cross Sector,0.7,Broad Market,Health Care
IWF,VWO,0.7822240896060824,Cross Sector,0.7,Factor,International
SCHG,XLV,0.7820927227373978,Cross Sector,0.7,Factor,Health Care
SPYG,EEM,0.7820116177498735,Cross Sector,0.7,Factor,International
EPP,EWT,0.7819725234318105,Same Sector,0.7,International,International
VB,VWO,0.7817600710570897,Cross Sector,0.7,Broad Market,International
IVW,ITA,0.7817336687596659,Cross Sector,0.7,Factor,Industrials
MOO,EZU,0.7817018895677241,Cross Sector,0.7,Commodities,International
DVY,EWU,0.7816335553323339,Cross Sector,0.7,Factor,International
VBK,EPP,0.7815755718083905,Cross Sector,0.7,Factor,International
IVW,EWU,0.7814852250362198,Cross Sector,0.7,Factor,International
OEF,SMH,0.7813327496896819,Cross Sector,0.7,Broad Market,Technology
VCSH,VCIT,0.7809312019538932,Same Sector,0.7,Fixed Income,Fixed Income
XLP,VTV,0.7808625445615767,Cross Sector,0.7,Consumer Staples,Factor
SPYG,ITA,0.7805204463152798,Cross Sector,0.7,Factor,Industrials
VTV,EWL,0.7804654200281119,Cross Sector,0.7,Factor,International
VUG,XLV,0.7804625840816658,Cross Sector,0.7,Factor,Health Care
EEM,EWC,0.780435984810209,Same Sector,0.7,International,International
RSP,EWL,0.7802734912198086,Cross Sector,0.7,Broad Market,International
SPYG,EWG,0.7802397590891464,Cross Sector,0.7,Factor,International
ILF,EZA,0.7802223743422345,Same Sector,0.7,International,International
XHB,IWD,0.7801346224375358,Cross Sector,0.7,Consumer Discretionary,Factor
EWC,ILF,0.7801293750279696,Same Sector,0.7,International,International
MOO,EWQ,0.7800033822069424,Cross Sector,0.7,Commodities,International
SPYV,EEM,0.7798719976857991,Cross Sector,0.7,Factor,International
VB,SOXX,0.779845407565788,Cross Sector,0.7,Broad Market,Technology
VUG,EWQ,0.7797856495085616,Cross Sector,0.7,Factor,International
VGK,EZA,0.7797293547005743,Same Sector,0.7,International,International
VB,ITB,0.7796570800185773,Cross Sector,0.7,Broad Market,Consumer Discretionary
SPYG,VWO,0.7796411053446708,Cross Sector,0.7,Factor,International
VFH,VEA,0.7796199435989527,Cross Sector,0.7,Financials,International
EWA,EWS,0.7795325816359813,Same Sector,0.7,International,International
VBK,EEM,0.779466124027815,Cross Sector,0.7,Factor,International
IJH,SOXX,0.779335599313708,Cross Sector,0.7,Broad Market,Technology
VDE,IWD,0.7793340734512336,Cross Sector,0.7,Energy,Factor
VBR,EWC,0.7792947719617412,Cross Sector,0.7,Factor,International
IWD,EWI,0.7792936094216958,Cross Sector,0.7,Factor,International
MOO,VBK,0.779132209247825,Cross Sector,0.7,Commodities,Factor
EWA,XLB,0.7790078554665284,Cross Sector,0.7,International,Materials
VOO,EEM,0.7789074398559487,Cross Sector,0.7,Broad Market,International
SCHG,IYT,0.7788250145432354,Cross Sector,0.7,Factor,Industrials
SCHV,IYW,0.7786304965249816,Cross Sector,0.7,Factor,Technology
IWF,IAI,0.7785544164778898,Cross Sector,0.7,Factor,Financials
XLE,IWD,0.7784764608556138,Cross Sector,0.7,Energy,Factor
IWM,EPP,0.7783966051062342,Cross Sector,0.7,Broad Market,International
XLP,IVE,0.7783699402478342,Cross Sector,0.7,Consumer Staples,Factor
IWB,XHB,0.7782178100484078,Cross Sector,0.7,Broad Market,Consumer Discretionary
IWF,DVY,0.7781326860501646,Same Sector,0.7,Factor,Factor
IVE,EWL,0.7780263208354595,Cross Sector,0.7,Factor,International
SPYV,IYR,0.7778237449224901,Cross Sector,0.7,Factor,Real Estate
VBK,FEZ,0.7776286084707483,Cross Sector,0.7,Factor,International
FEZ,EWC,0.7776180374853703,Same Sector,0.7,International,International
VBK,EWC,0.7773446193006421,Cross Sector,0.7,Factor,International
VTI,IYR,0.7772749489394439,Cross Sector,0.7,Broad Market,Real Estate
VBK,SMH,0.7772192506867587,Cross Sector,0.7,Factor,Technology
COPX,EWC,0.777195175856886,Cross Sector,0.7,Commodities,International
SPYV,IYW,0.7771743198661483,Cross Sector,0.7,Factor,Technology
IWF,EWQ,0.7771387731962089,Cross Sector,0.7,Factor,International
VYM,VWO,0.7769671362504899,Cross Sector,0.7,Factor,International
EWN,VGT,0.7769317069834936,Cross Sector,0.7,International,Technology
DIA,EWC,0.7768660289971754,Cross Sector,0.7,Broad Market,International
SPYV,VWO,0.7766294369741124,Cross Sector,0.7,Factor,International
VBR,EWG,0.7763631953867172,Cross Sector,0.7,Factor,International
XLI,EWN,0.7762925650936294,Cross Sector,0.7,Industrials,International
ITB,VBR,0.7760258538050814,Cross Sector,0.7,Consumer Discretionary,Factor
VB,EWA,0.7760098521875528,Cross Sector,0.7,Broad Market,International
VCSH,LQD,0.7760055990167778,Same Sector,0.7,Fixed Income,Fixed Income
VBK,IBB,0.7759869979199422,Cross Sector,0.7,Factor,Health Care
IWF,ITA,0.7758636888930381,Cross Sector,0.7,Factor,Industrials
IWB,XRT,0.7758588686906458,Cross Sector,0.7,Broad Market,Consumer Discretionary
RSP,EWI,0.7758370142792985,Cross Sector,0.7,Broad Market,International
VBR,EWN,0.775579969272468,Cross Sector,0.7,Factor,International
SPYG,EWQ,0.7754401561579736,Cross Sector,0.7,Factor,International
IWB,IYR,0.7754131664523221,Cross Sector,0.7,Broad Market,Real Estate
IVV,XLP,0.775379390863515,Cross Sector,0.7,Broad Market,Consumer Staples
EWS,GXC,0.7753241249209989,Same Sector,0.7,International,International
VUG,ITA,0.7750724806054873,Cross Sector,0.7,Factor,Industrials
VEA,EWW,0.7750194508247589,Same Sector,0.7,International,International
IWM,FEZ,0.7750061829700867,Cross Sector,0.7,Broad Market,International
MOO,VBR,0.774908947181696,Cross Sector,0.7,Commodities,Factor
IWM,VHT,0.7748955443792072,Cross Sector,0.7,Broad Market,Health Care
IWD,EWP,0.7748789318248349,Cross Sector,0.7,Factor,International
VTI,EWI,0.7748507854842862,Cross Sector,0.7,Broad Market,International
QQQ,EWN,0.7748173348681967,Cross Sector,0.7,Broad Market,International
VBK,VWO,0.7747843330023579,Cross Sector,0.7,Factor,International
VUG,IAI,0.7747645862454146,Cross Sector,0.7,Factor,Financials
ITA,XLB,0.7746779381341965,Cross Sector,0.7,Industrials,Materials
IWM,EWN,0.7740521271185291,Cross Sector,0.7,Broad Market,International
VFH,EFA,0.7739930764455561,Cross Sector,0.7,Financials,International
RSP,SOXX,0.7738559206058144,Cross Sector,0.7,Broad Market,Technology
SCHG,VGK,0.7736822673806839,Cross Sector,0.7,Factor,International
MDY,SOXX,0.7733491011861948,Cross Sector,0.7,Broad Market,Technology
