leg_x,leg_y,correlation,pair_bucket,corr_threshold_used,sector_x,sector_y
XLI,ITA,0.9062190867533397,Same Sector,0.7,Industrials,Industrials
VTI,IJR,0.9056368753984247,Same Sector,0.7,Broad Market,Broad Market
VEA,EPP,0.9056290857116405,Same Sector,0.7,International,International
VBK,SCHG,0.9055054905800451,Same Sector,0.7,Factor,Factor
VOO,XLI,0.9054939259217069,Cross Sector,0.7,Broad Market,Industrials
IVV,VBR,0.9049851913144498,Cross Sector,0.7,Broad Market,Factor
XLY,VUG,0.9048050126374249,Cross Sector,0.7,Consumer Discretionary,Factor
VV,XLI,0.9046946922011854,Cross Sector,0.7,Broad Market,Industrials
VV,VBR,0.9046919412205904,Cross Sector,0.7,Broad Market,Factor
VGK,EWL,0.9045178650231039,Same Sector,0.7,International,International
IVV,XLY,0.9044650559238006,Cross Sector,0.7,Broad Market,Consumer Discretionary
RSP,SPYG,0.9039014083088398,Cross Sector,0.7,Broad Market,Factor
IWD,XLF,0.9038092611587798,Cross Sector,0.7,Factor,Financials
VYM,XLI,0.9036351075791126,Cross Sector,0.7,Factor,Industrials
RSP,IWF,0.9036342538937833,Cross Sector,0.7,Broad Market,Factor
VB,SPYV,0.9035746257600875,Cross Sector,0.7,Broad Market,Factor
IWM,IWD,0.9035667257900698,Cross Sector,0.7,Broad Market,Factor
DIA,IWF,0.9033996314866318,Cross Sector,0.7,Broad Market,Factor
VV,XLY,0.9030750023473624,Cross Sector,0.7,Broad Market,Consumer Discretionary
IWB,IYW,0.9027357736638316,Cross Sector,0.7,Broad Market,Technology
IJR,IWD,0.902654875988953,Cross Sector,0.7,Broad Market,Factor
EFA,EPP,0.9025633939330655,Same Sector,0.7,International,International
VV,IYW,0.9025063454028015,Cross Sector,0.7,Broad Market,Technology
VOO,VBK,0.9024799148018499,Cross Sector,0.7,Broad Market,Factor
VBR,VFH,0.9024226444096033,Cross Sector,0.7,Factor,Financials
VB,VYM,0.9017252097749074,Cross Sector,0.7,Broad Market,Factor
SPYV,VFH,0.9017233722390218,Cross Sector,0.7,Factor,Financials
XLY,IWF,0.9016332625169152,Cross Sector,0.7,Consumer Discretionary,Factor
RSP,VUG,0.9014955753285427,Cross Sector,0.7,Broad Market,Factor
VBK,SPYG,0.9012886995603856,Same Sector,0.7,Factor,Factor
IVV,IYW,0.9008245741987231,Cross Sector,0.7,Broad Market,Technology
SPY,VBR,0.900659624156257,Cross Sector,0.7,Broad Market,Factor
IVV,IWM,0.9003445048457376,Same Sector,0.7,Broad Market,Broad Market
VBR,XLI,0.9000924475574399,Cross Sector,0.7,Factor,Industrials
VV,IWM,0.9000884618007355,Same Sector,0.7,Broad Market,Broad Market
RSP,VFH,0.899681200714438,Cross Sector,0.7,Broad Market,Financials
VTI,IYW,0.8996050872967442,Cross Sector,0.7,Broad Market,Technology
DIA,SPYG,0.8994014069535631,Cross Sector,0.7,Broad Market,Factor
SPYV,XLI,0.8992409175937844,Cross Sector,0.7,Factor,Industrials
DIA,VUG,0.8991085101052593,Cross Sector,0.7,Broad Market,Factor
EZU,EWU,0.8989940966329473,Same Sector,0.7,International,International
SPY,XLY,0.8989450481827079,Cross Sector,0.7,Broad Market,Consumer Discretionary
VYM,XLF,0.8988557365774332,Cross Sector,0.7,Factor,Financials
XLY,IVW,0.8988007337211411,Cross Sector,0.7,Consumer Discretionary,Factor
IJR,IVE,0.8986849255366678,Cross Sector,0.7,Broad Market,Factor
XLY,SPYG,0.8984719716178254,Cross Sector,0.7,Consumer Discretionary,Factor
VBK,IVW,0.8983624442882222,Same Sector,0.7,Factor,Factor
IWM,IVE,0.8981514084658571,Cross Sector,0.7,Broad Market,Factor
VEA,EWL,0.897904125599011,Same Sector,0.7,International,International
VEA,EWI,0.8976897442630682,Same Sector,0.7,International,International
SPY,IWM,0.8965647680650697,Same Sector,0.7,Broad Market,Broad Market
SPY,IYW,0.8965151297269672,Cross Sector,0.7,Broad Market,Technology
VB,XLI,0.8961922317484462,Cross Sector,0.7,Broad Market,Industrials
OIH,XOP,0.8957669408253102,Same Sector,0.7,Energy,Energy
EWU,EWQ,0.8957100116798454,Same Sector,0.7,International,International
DIA,DVY,0.895240779974865,Cross Sector,0.7,Broad Market,Factor
VGT,SOXX,0.8950428845995376,Same Sector,0.7,Technology,Technology
IJH,OEF,0.8948162214273693,Same Sector,0.7,Broad Market,Broad Market
XLI,IYT,0.8947740152665513,Same Sector,0.7,Industrials,Industrials
IJH,DVY,0.8946500151197714,Cross Sector,0.7,Broad Market,Factor
DVY,VFH,0.8942189224298542,Cross Sector,0.7,Factor,Financials
EFA,EWL,0.893871022759754,Same Sector,0.7,International,International
MDY,OEF,0.8938031249399433,Same Sector,0.7,Broad Market,Broad Market
EFA,EWI,0.8935951877684485,Same Sector,0.7,International,International
IWB,IJR,0.8932015944347605,Same Sector,0.7,Broad Market,Broad Market
OEF,XLY,0.893132513009101,Cross Sector,0.7,Broad Market,Consumer Discretionary
MDY,DVY,0.893077699278315,Cross Sector,0.7,Broad Market,Factor
IVE,IAI,0.8928432846221716,Cross Sector,0.7,Factor,Financials
IJR,VTV,0.8911126878667219,Cross Sector,0.7,Broad Market,Factor
VFH,KRE,0.8908873995772985,Same Sector,0.7,Financials,Financials
SPY,VEA,0.8908149173125637,Cross Sector,0.7,Broad Market,International
EEM,GXC,0.8907765797927851,Same Sector,0.7,International,International
IJR,SCHV,0.8905317983994101,Cross Sector,0.7,Broad Market,Factor
FEZ,EWU,0.8900358175720907,Same Sector,0.7,International,International
IWM,VTV,0.8899536213173275,Cross Sector,0.7,Broad Market,Factor
IYW,SOXX,0.8899128380956446,Same Sector,0.7,Technology,Technology
VTI,VEA,0.8895437253677507,Cross Sector,0.7,Broad Market,International
SCHV,XLB,0.8892955347204812,Cross Sector,0.7,Factor,Materials
IWD,IVW,0.8892202465334665,Same Sector,0.7,Factor,Factor
IVV,DVY,0.8891169169786582,Cross Sector,0.7,Broad Market,Factor
VTI,DVY,0.8887489264252327,Cross Sector,0.7,Broad Market,Factor
SPY,EFA,0.8883327321409688,Cross Sector,0.7,Broad Market,International
VB,OEF,0.8880326331374113,Same Sector,0.7,Broad Market,Broad Market
RSP,XLY,0.8878143440170514,Cross Sector,0.7,Broad Market,Consumer Discretionary
VB,DIA,0.8877913128270232,Same Sector,0.7,Broad Market,Broad Market
VWO,GXC,0.8873251723084189,Same Sector,0.7,International,International
IWB,VEA,0.8872155397246195,Cross Sector,0.7,Broad Market,International
IWB,DVY,0.8870658112414894,Cross Sector,0.7,Broad Market,Factor
EWG,EWI,0.886923347592871,Same Sector,0.7,International,International
EFA,EWP,0.8867674917185314,Same Sector,0.7,International,International
IWM,SCHV,0.8865782676713866,Cross Sector,0.7,Broad Market,Factor
IWD,IAI,0.8864299966757404,Cross Sector,0.7,Factor,Financials
DIA,VBR,0.8862997383819805,Cross Sector,0.7,Broad Market,Factor
IVV,VEA,0.88612896291502,Cross Sector,0.7,Broad Market,International
VTI,EFA,0.8858689061895371,Cross Sector,0.7,Broad Market,International
IJH,IWF,0.8858662825838014,Cross Sector,0.7,Broad Market,Factor
VV,VEA,0.8858346578127343,Cross Sector,0.7,Broad Market,International
VEA,EWA,0.8858265154094681,Same Sector,0.7,International,International
IJR,VYM,0.8849183404867702,Cross Sector,0.7,Broad Market,Factor
VEA,EWP,0.8849137239545631,Same Sector,0.7,International,International
IVV,IJR,0.8848536949033757,Same Sector,0.7,Broad Market,Broad Market
IVV,EFA,0.8847005148561454,Cross Sector,0.7,Broad Market,International
RSP,XLB,0.884600732137683,Cross Sector,0.7,Broad Market,Materials
VOO,VBR,0.8844481190011222,Cross Sector,0.7,Broad Market,Factor
IJH,VUG,0.8841867942767347,Cross Sector,0.7,Broad Market,Factor
VTV,IVW,0.8839409278748305,Same Sector,0.7,Factor,Factor
IVE,IVW,0.8839115021692315,Same Sector,0.7,Factor,Factor
VTV,IAI,0.8838076293984427,Cross Sector,0.7,Factor,Financials
IJH,IVW,0.88361997436778,Cross Sector,0.7,Broad Market,Factor
IWB,EFA,0.8835564977407915,Cross Sector,0.7,Broad Market,International
RSP,VEA,0.8835240549126592,Cross Sector,0.7,Broad Market,International
IWD,VBK,0.8832601006138564,Same Sector,0.7,Factor,Factor
SPYV,XLF,0.8831145739884786,Cross Sector,0.7,Factor,Financials
VV,IJR,0.8830758441603757,Same Sector,0.7,Broad Market,Broad Market
SPY,DVY,0.8829707229469166,Cross Sector,0.7,Broad Market,Factor
VB,DVY,0.8828257909825314,Cross Sector,0.7,Broad Market,Factor
IWD,VEA,0.8828097059265819,Cross Sector,0.7,Factor,International
VB,VUG,0.8824972658903074,Cross Sector,0.7,Broad Market,Factor
VB,IWF,0.882485498844137,Cross Sector,0.7,Broad Market,Factor
RSP,SCHG,0.882464516350017,Cross Sector,0.7,Broad Market,Factor
IJH,SPYG,0.8820163496956224,Cross Sector,0.7,Broad Market,Factor
MDY,IWF,0.8818685856235268,Cross Sector,0.7,Broad Market,Factor
OEF,VBK,0.8817321356540005,Cross Sector,0.7,Broad Market,Factor
VGT,SMH,0.8815241141841297,Same Sector,0.7,Technology,Technology
MDY,VUG,0.8812349335614929,Cross Sector,0.7,Broad Market,Factor
IWD,EFA,0.8811076067066955,Cross Sector,0.7,Factor,International
VOO,IWM,0.8808083986269043,Same Sector,0.7,Broad Market,Broad Market
SPY,IJR,0.8807330278593966,Same Sector,0.7,Broad Market,Broad Market
VV,EFA,0.8807225510651746,Cross Sector,0.7,Broad Market,International
MDY,IVW,0.880711344075577,Cross Sector,0.7,Broad Market,Factor
MDY,SPYG,0.8806942537154043,Cross Sector,0.7,Broad Market,Factor
VV,DVY,0.880646218991339,Cross Sector,0.7,Broad Market,Factor
IWM,VYM,0.8805613581486599,Cross Sector,0.7,Broad Market,Factor
RSP,IAI,0.8804418402176065,Cross Sector,0.7,Broad Market,Financials
RSP,XLF,0.8796917831229071,Cross Sector,0.7,Broad Market,Financials
RSP,EFA,0.8793328985347982,Cross Sector,0.7,Broad Market,International
VB,IVW,0.8792729557325161,Cross Sector,0.7,Broad Market,Factor
EPP,EEM,0.8791353013235268,Same Sector,0.7,International,International
IWD,SPYG,0.8789227293433222,Same Sector,0.7,Factor,Factor
IYW,SMH,0.8787337105798424,Same Sector,0.7,Technology,Technology
VBK,VGT,0.878693547355422,Cross Sector,0.7,Factor,Technology
VB,SPYG,0.8785221370527088,Cross Sector,0.7,Broad Market,Factor
IJR,SPYV,0.8784176404514258,Cross Sector,0.7,Broad Market,Factor
EEM,EWY,0.878076646657075,Same Sector,0.7,International,International
XLY,VBK,0.8780677082827216,Cross Sector,0.7,Consumer Discretionary,Factor
DVY,XLF,0.8778391906894595,Cross Sector,0.7,Factor,Financials
IJR,XLI,0.8777467898907615,Cross Sector,0.7,Broad Market,Industrials
EEM,FXI,0.8777012824826717,Same Sector,0.7,International,International
IJR,DVY,0.8776469998856903,Cross Sector,0.7,Broad Market,Factor
QQQ,VBK,0.8772215642123309,Cross Sector,0.7,Broad Market,Factor
DIA,SCHG,0.8771934691128256,Cross Sector,0.7,Broad Market,Factor
EFA,EWA,0.8769222352353373,Same Sector,0.7,International,International
IWD,IWF,0.876743760957429,Same Sector,0.7,Factor,Factor
EPP,VWO,0.8762803537366513,Same Sector,0.7,International,International
IWM,SPYV,0.8761359599146574,Cross Sector,0.7,Broad Market,Factor
OEF,XLI,0.8760114400302166,Cross Sector,0.7,Broad Market,Industrials
VB,XLY,0.8758350897144691,Cross Sector,0.7,Broad Market,Consumer Discretionary
EWU,EWG,0.8758198727807233,Same Sector,0.7,International,International
IVE,IWF,0.8753799401467762,Same Sector,0.7,Factor,Factor
EZU,EWL,0.8752587250166122,Same Sector,0.7,International,International
VTV,VEA,0.8750135554871411,Cross Sector,0.7,Factor,International
QQQ,XLY,0.8749996838390505,Cross Sector,0.7,Broad Market,Consumer Discretionary
IVE,VBK,0.8741986415598167,Same Sector,0.7,Factor,Factor
XLK,SOXX,0.8737293796057372,Same Sector,0.7,Technology,Technology
IWD,VUG,0.8736861506515287,Same Sector,0.7,Factor,Factor
EWH,GXC,0.8736413812235947,Same Sector,0.7,International,International
IJH,XLB,0.8735980026264517,Cross Sector,0.7,Broad Market,Materials
EFA,EEM,0.8735368530294816,Same Sector,0.7,International,International
VEA,VWO,0.8735171430350444,Same Sector,0.7,International,International
VEA,EEM,0.8734746616111441,Same Sector,0.7,International,International
VTV,EFA,0.8732304805974189,Cross Sector,0.7,Factor,International
VBR,IAI,0.8732302658601633,Cross Sector,0.7,Factor,Financials
IVE,SPYG,0.8731672130722188,Same Sector,0.7,Factor,Factor
RSP,IYT,0.8730542425408858,Cross Sector,0.7,Broad Market,Industrials
IVE,VEA,0.8726006767921498,Cross Sector,0.7,Factor,International
VTV,SPYG,0.8721275822866366,Same Sector,0.7,Factor,Factor
SPYV,IAI,0.8718665775217067,Cross Sector,0.7,Factor,Financials
MDY,XLB,0.8718145125936035,Cross Sector,0.7,Broad Market,Materials
VWO,FXI,0.8717734984969544,Same Sector,0.7,International,International
EFA,VWO,0.8716379648697792,Same Sector,0.7,International,International
IVE,EFA,0.8713980797051102,Cross Sector,0.7,Factor,International
EWQ,EWL,0.8713175792071766,Same Sector,0.7,International,International
VOO,VFH,0.8712741489677066,Cross Sector,0.7,Broad Market,Financials
EWN,EWI,0.8711637087657901,Same Sector,0.7,International,International
IVE,VUG,0.8711226764932665,Same Sector,0.7,Factor,Factor
SCHV,IAI,0.8709622372800508,Cross Sector,0.7,Factor,Financials
EWH,FXI,0.8706484619494516,Same Sector,0.7,International,International
SCHV,IVW,0.8704343818290585,Same Sector,0.7,Factor,Factor
IJH,IYT,0.8700440828143451,Cross Sector,0.7,Broad Market,Industrials
IJH,XLY,0.8698756607326674,Cross Sector,0.7,Broad Market,Consumer Discretionary
VOO,XLF,0.869685066570128,Cross Sector,0.7,Broad Market,Financials
DIA,VEA,0.8695102117247065,Cross Sector,0.7,Broad Market,International
DIA,EFA,0.8693514187008112,Cross Sector,0.7,Broad Market,International
VB,SCHG,0.8690862756492602,Cross Sector,0.7,Broad Market,Factor
IWM,XLI,0.869043778960719,Cross Sector,0.7,Broad Market,Industrials
IWD,XLB,0.8688263874171859,Cross Sector,0.7,Factor,Materials
VYM,IVW,0.8688004874479668,Same Sector,0.7,Factor,Factor
VOO,VEA,0.8686382355456507,Cross Sector,0.7,Broad Market,International
VTV,IWF,0.8679997174447582,Same Sector,0.7,Factor,Factor
QQQ,SOXX,0.8678100841420533,Cross Sector,0.7,Broad Market,Technology
VBR,XLF,0.8677044307066769,Cross Sector,0.7,Factor,Financials
MDY,XLY,0.867339348405713,Cross Sector,0.7,Broad Market,Consumer Discretionary
VWO,ILF,0.867113283975603,Same Sector,0.7,International,International
VTI,XLB,0.8670131772842,Cross Sector,0.7,Broad Market,Materials
VB,VFH,0.8670121818132889,Cross Sector,0.7,Broad Market,Financials
VBR,IYT,0.8669830171675109,Cross Sector,0.7,Factor,Industrials
SPYV,IVW,0.8669566890339767,Same Sector,0.7,Factor,Factor
EWG,EWP,0.8669074314509904,Same Sector,0.7,International,International
IJH,VFH,0.8667081837641296,Cross Sector,0.7,Broad Market,Financials
XLK,SMH,0.866552914086858,Same Sector,0.7,Technology,Technology
VTI,VFH,0.8664216661649498,Cross Sector,0.7,Broad Market,Financials
FEZ,EWL,0.8662964013418462,Same Sector,0.7,International,International
VBR,KRE,0.8661804720907798,Cross Sector,0.7,Factor,Financials
SHY,IEI,0.8661128053053927,Same Sector,0.7,Fixed Income,Fixed Income
OEF,VBR,0.8660239839442571,Cross Sector,0.7,Broad Market,Factor
VTV,VBK,0.8659004750651318,Same Sector,0.7,Factor,Factor
EEM,ILF,0.8657784857400852,Same Sector,0.7,International,International
DIA,IWM,0.8656964593154414,Same Sector,0.7,Broad Market,Broad Market
SCHV,VEA,0.8654722667565801,Cross Sector,0.7,Factor,International
XLI,XLB,0.8653835004929056,Cross Sector,0.7,Industrials,Materials
VB,IYT,0.8650131252371434,Cross Sector,0.7,Broad Market,Industrials
SCHV,SPYG,0.8649698123317802,Same Sector,0.7,Factor,Factor
OEF,IWM,0.8648966860954095,Same Sector,0.7,Broad Market,Broad Market
DVY,XLI,0.8647909632487792,Cross Sector,0.7,Factor,Industrials
MDY,IYT,0.8647670944589577,Cross Sector,0.7,Broad Market,Industrials
IVV,VFH,0.8646612697217438,Cross Sector,0.7,Broad Market,Financials
OEF,VEA,0.8646440728106964,Cross Sector,0.7,Broad Market,International
VB,IAI,0.8641471528814317,Cross Sector,0.7,Broad Market,Financials
RSP,ITA,0.8640650702140661,Cross Sector,0.7,Broad Market,Industrials
VYM,IAI,0.8640538660026126,Cross Sector,0.7,Factor,Financials
MDY,VFH,0.8639395543628312,Cross Sector,0.7,Broad Market,Financials
IWB,VFH,0.8636791801515372,Cross Sector,0.7,Broad Market,Financials
SPY,VGK,0.8634718354577972,Cross Sector,0.7,Broad Market,International
VOO,XLB,0.8634272125879063,Cross Sector,0.7,Broad Market,Materials
VTI,VGK,0.8631570731914118,Cross Sector,0.7,Broad Market,International
IWM,DVY,0.8631176140116689,Cross Sector,0.7,Broad Market,Factor
VTV,VUG,0.8628303490605702,Same Sector,0.7,Factor,Factor
VTI,IAI,0.8627138897616738,Cross Sector,0.7,Broad Market,Financials
IWB,XLB,0.8624601483319831,Cross Sector,0.7,Broad Market,Materials
OEF,EFA,0.8622447034989886,Cross Sector,0.7,Broad Market,International
VOO,EFA,0.86211543190837,Cross Sector,0.7,Broad Market,International
DIA,IJR,0.861952919764424,Same Sector,0.7,Broad Market,Broad Market
SPYV,SPYG,0.8619040681477097,Same Sector,0.7,Factor,Factor
VGK,EPP,0.8617474379769945,Same Sector,0.7,International,International
IVV,VGK,0.8613241616860955,Cross Sector,0.7,Broad Market,International
IWD,VGK,0.8610519131931457,Cross Sector,0.7,Factor,International
SPYV,VEA,0.8610066558070678,Cross Sector,0.7,Factor,International
AGG,BND,0.8608782152579408,Same Sector,0.7,Fixed Income,Fixed Income
VOO,IJR,0.8608388795205901,Same Sector,0.7,Broad Market,Broad Market
DIA,XLK,0.8605823815578323,Cross Sector,0.7,Broad Market,Technology
IWB,VGK,0.8604958615882632,Cross Sector,0.7,Broad Market,International
XLY,IVE,0.8604233321779462,Cross Sector,0.7,Consumer Discretionary,Factor
VTV,XLB,0.8603493363960865,Cross Sector,0.7,Factor,Materials
OEF,DVY,0.8602442787594026,Cross Sector,0.7,Broad Market,Factor
RSP,VGK,0.8601912751452307,Cross Sector,0.7,Broad Market,International
SPY,XLB,0.8601580396558414,Cross Sector,0.7,Broad Market,Materials
SCHV,VBK,0.8599407368428048,Same Sector,0.7,Factor,Factor
SCHV,IYT,0.8599278503278767,Cross Sector,0.7,Factor,Industrials
VOO,DVY,0.8595519920912538,Cross Sector,0.7,Broad Market,Factor
SCHV,EFA,0.8595116083756563,Cross Sector,0.7,Factor,International
VWO,EWY,0.8595041339709937,Same Sector,0.7,International,International
VV,VFH,0.8594557874734648,Cross Sector,0.7,Broad Market,Financials
IVE,XLB,0.8593880349447769,Cross Sector,0.7,Factor,Materials
IWB,IAI,0.8591165541635545,Cross Sector,0.7,Broad Market,Financials
MDY,SCHG,0.8590314779724849,Cross Sector,0.7,Broad Market,Factor
IJH,IAI,0.8590108391005787,Cross Sector,0.7,Broad Market,Financials
DIA,ITA,0.8589596590365018,Cross Sector,0.7,Broad Market,Industrials
VOO,VHT,0.8587658904061134,Cross Sector,0.7,Broad Market,Health Care
SPYV,VBK,0.8586987436261073,Same Sector,0.7,Factor,Factor
VBK,IYW,0.8585582783702645,Cross Sector,0.7,Factor,Technology
IJH,SCHG,0.8585216414777075,Cross Sector,0.7,Broad Market,Factor
VV,XLB,0.858517344623431,Cross Sector,0.7,Broad Market,Materials
IVV,XLB,0.8585154568307221,Cross Sector,0.7,Broad Market,Materials
MOO,SCHV,0.858320155067664,Cross Sector,0.7,Commodities,Factor
SPY,VFH,0.8583149866130978,Cross Sector,0.7,Broad Market,Financials
EWU,EWN,0.8582293618646956,Same Sector,0.7,International,International
MOO,XLB,0.8582269367995893,Cross Sector,0.7,Commodities,Materials
IWM,IWF,0.858108833994234,Cross Sector,0.7,Broad Market,Factor
IWM,VUG,0.8579652750271572,Cross Sector,0.7,Broad Market,Factor
DIA,XLY,0.8579464883416746,Cross Sector,0.7,Broad Market,Consumer Discretionary
VV,VGK,0.8577837223670884,Cross Sector,0.7,Broad Market,International
IVV,IAI,0.857710346240926,Cross Sector,0.7,Broad Market,Financials
VBK,XLI,0.8576592918735843,Cross Sector,0.7,Factor,Industrials
IJH,ITA,0.8575433942051462,Cross Sector,0.7,Broad Market,Industrials
SPYV,IWF,0.8571876228417595,Same Sector,0.7,Factor,Factor
MDY,IAI,0.8570788346859736,Cross Sector,0.7,Broad Market,Financials
XLF,KRE,0.8569629355909444,Same Sector,0.7,Financials,Financials
VV,IAI,0.8568381243203768,Cross Sector,0.7,Broad Market,Financials
SCHV,IWF,0.856605322901889,Same Sector,0.7,Factor,Factor
EWN,EWL,0.856449799613445,Same Sector,0.7,International,International
DIA,VBK,0.8564466445854529,Cross Sector,0.7,Broad Market,Factor
EPP,EWS,0.8562951487159921,Same Sector,0.7,International,International
IWM,IVW,0.8560803819264425,Cross Sector,0.7,Broad Market,Factor
VCIT,AGG,0.8559686740867838,Same Sector,0.7,Fixed Income,Fixed Income
VYM,SPYG,0.8558423032728334,Same Sector,0.7,Factor,Factor
IJH,VEA,0.8554705333630613,Cross Sector,0.7,Broad Market,International
VB,XLB,0.8552844401242958,Cross Sector,0.7,Broad Market,Materials
EWJ,DXJ,0.8549438883998931,Same Sector,0.7,International,International
IWM,XLY,0.8548563722387625,Cross Sector,0.7,Broad Market,Consumer Discretionary
EWG,EWL,0.8544702556841186,Same Sector,0.7,International,International
RSP,QQQ,0.8543754243160543,Same Sector,0.7,Broad Market,Broad Market
VBR,ITA,0.8542845423625718,Cross Sector,0.7,Factor,Industrials
VTV,VGK,0.8541143616130725,Cross Sector,0.7,Factor,International
IAI,KBE,0.8541078375441068,Same Sector,0.7,Financials,Financials
IJR,VFH,0.8540042544835913,Cross Sector,0.7,Broad Market,Financials
MDY,VEA,0.8539665085599275,Cross Sector,0.7,Broad Market,International
SPYV,VUG,0.8539635360613994,Same Sector,0.7,Factor,Factor
RSP,VGT,0.8539610014496876,Cross Sector,0.7,Broad Market,Technology
SPYV,EFA,0.8537491557264347,Cross Sector,0.7,Factor,International
EWN,EWP,0.8536304439938771,Same Sector,0.7,International,International
IWB,VHT,0.8535825577613535,Cross Sector,0.7,Broad Market,Health Care
VTI,VHT,0.8535378246839807,Cross Sector,0.7,Broad Market,Health Care
SPY,IAI,0.8534862932819786,Cross Sector,0.7,Broad Market,Financials
IJR,IYT,0.8532572857874012,Cross Sector,0.7,Broad Market,Industrials
IVE,VGK,0.853227989913034,Cross Sector,0.7,Factor,International
IVV,VHT,0.8530142798491221,Cross Sector,0.7,Broad Market,Health Care
QQQ,SMH,0.8529823294869757,Cross Sector,0.7,Broad Market,Technology
IVV,XLF,0.8526447519810778,Cross Sector,0.7,Broad Market,Financials
SPY,VHT,0.8525145690264542,Cross Sector,0.7,Broad Market,Health Care
VV,VHT,0.8523317420008794,Cross Sector,0.7,Broad Market,Health Care
EPP,EWU,0.8520291238819376,Same Sector,0.7,International,International
EFA,EWJ,0.8519995669104248,Same Sector,0.7,International,International
MDY,ITA,0.8519440572593298,Cross Sector,0.7,Broad Market,Industrials
XLY,IWD,0.8518333447936633,Cross Sector,0.7,Consumer Discretionary,Factor
IWM,SPYG,0.8516847163577372,Cross Sector,0.7,Broad Market,Factor
SPYV,XLB,0.8512558720879501,Cross Sector,0.7,Factor,Materials
IVW,XLI,0.8511085277554553,Cross Sector,0.7,Factor,Industrials
IWD,ITA,0.850989937415269,Cross Sector,0.7,Factor,Industrials
XLY,VGT,0.8509272379308603,Cross Sector,0.7,Consumer Discretionary,Technology
IVE,IYT,0.8505816258123973,Cross Sector,0.7,Factor,Industrials
IWD,SCHG,0.8504523479539602,Same Sector,0.7,Factor,Factor
XLY,VBR,0.8502289156418409,Cross Sector,0.7,Consumer Discretionary,Factor
SPYG,XLI,0.8497657975546546,Cross Sector,0.7,Factor,Industrials
DIA,VFH,0.8497312340110441,Cross Sector,0.7,Broad Market,Financials
SCHV,VUG,0.8494873489210404,Same Sector,0.7,Factor,Factor
VCIT,BND,0.8492145347318845,Same Sector,0.7,Fixed Income,Fixed Income
SCHV,SCHG,0.8492135718066989,Same Sector,0.7,Factor,Factor
VYM,EFA,0.8491916114401054,Cross Sector,0.7,Factor,International
EEM,EZA,0.8491478085088028,Same Sector,0.7,International,International
VEA,EWJ,0.8491127768934091,Same Sector,0.7,International,International
VTI,IYT,0.8490274280560216,Cross Sector,0.7,Broad Market,Industrials
DIA,VGT,0.8488576381140334,Cross Sector,0.7,Broad Market,Technology
VTI,XLF,0.8486383006377735,Cross Sector,0.7,Broad Market,Financials
VB,ITA,0.8485392411450441,Cross Sector,0.7,Broad Market,Industrials
IVE,SCHG,0.8484796379314852,Same Sector,0.7,Factor,Factor
VEA,EWC,0.8484024773604304,Same Sector,0.7,International,International
IWB,XLF,0.8482956382411514,Cross Sector,0.7,Broad Market,Financials
DIA,QQQ,0.8481817334490396,Same Sector,0.7,Broad Market,Broad Market
IJH,EFA,0.8481611444468461,Cross Sector,0.7,Broad Market,International
OEF,IJR,0.8481409615043702,Same Sector,0.7,Broad Market,Broad Market
ILF,EWW,0.8480678748600776,Same Sector,0.7,International,International
VYM,IWF,0.8479172811829622,Same Sector,0.7,Factor,Factor
VHT,IBB,0.8476128649316784,Same Sector,0.7,Health Care,Health Care
MDY,EFA,0.8475605777619979,Cross Sector,0.7,Broad Market,International
VB,VEA,0.8475331026719005,Cross Sector,0.7,Broad Market,International
IWM,VFH,0.8475298795757362,Cross Sector,0.7,Broad Market,Financials
IWF,XLI,0.8473925561891592,Cross Sector,0.7,Factor,Industrials
VYM,VBK,0.8472997900696595,Same Sector,0.7,Factor,Factor
IWM,IYT,0.8472466088769971,Cross Sector,0.7,Broad Market,Industrials
SCHG,SOXX,0.8472170764372459,Cross Sector,0.7,Factor,Technology
SPY,EZU,0.8470914463733729,Cross Sector,0.7,Broad Market,International
VTI,EZU,0.8470045543541764,Cross Sector,0.7,Broad Market,International
EEM,EWS,0.8470004548033577,Same Sector,0.7,International,International
IWM,IAI,0.8467767688388319,Cross Sector,0.7,Broad Market,Financials
IWD,EWU,0.8467610509209825,Cross Sector,0.7,Factor,International
IVE,ITA,0.8467313032817976,Cross Sector,0.7,Factor,Industrials
VTV,ITA,0.8465079742047985,Cross Sector,0.7,Factor,Industrials
VWO,EZA,0.8462283502593239,Same Sector,0.7,International,International
IWD,IYT,0.8462001145937433,Cross Sector,0.7,Factor,Industrials
VYM,VEA,0.846166077217384,Cross Sector,0.7,Factor,International
SPY,XLF,0.8460698825536985,Cross Sector,0.7,Broad Market,Financials
VB,VGT,0.8460385692111245,Cross Sector,0.7,Broad Market,Technology
DIA,XLB,0.8458682524827883,Cross Sector,0.7,Broad Market,Materials
IVV,EZU,0.8458160071111682,Cross Sector,0.7,Broad Market,International
DBC,USO,0.8457392094495146,Same Sector,0.7,Commodities,Commodities
VBR,XLB,0.8452940272793458,Cross Sector,0.7,Factor,Materials
VBR,KBE,0.8452839475872331,Cross Sector,0.7,Factor,Financials
XLY,VTV,0.845230666264605,Cross Sector,0.7,Consumer Discretionary,Factor
IVW,VEA,0.84518068242945,Cross Sector,0.7,Factor,International
RSP,XLK,0.8450445250089161,Cross Sector,0.7,Broad Market,Technology
SCHV,ITA,0.84494201224315,Cross Sector,0.7,Factor,Industrials
