direction,entry_date,exit_date,entry_z,exit_z,entry_spread,exit_spread,hedge_ratio,pnl,exit_reason,trading_year,leg_x,leg_y
LONG,2008-06-25,2008-07-17,-2.0012050563501207,-0.16906963266949313,0.42414667241138515,0.4417529051907594,0.5528650425241901,64.49246615009268,convergence,2008,XLB,XOP
LONG,2008-05-20,2008-07-17,-2.5676223366370445,0.016780361896693005,-1.017751217452675,-1.046260931773992,1.3144611839974327,-94.93736200017048,convergence,2008,KBE,XLY
LONG,2008-06-26,2008-07-17,-2.7306404648062066,-0.009714566626465998,0.8311082973902337,0.8806865927539671,0.6244496321147434,247.21519486316254,convergence,2008,VAW,XOP
LONG,2008-06-26,2008-07-22,-2.4329290517882667,-0.17972630336258769,7.452428719523152,7.551802008204527,-1.6021933385435283,189.9225270897183,convergence,2008,KRE,XLP
SHORT,2008-07-03,2008-07-29,2.1453610907473415,0.42244858798940293,-1.8243408256082123,-1.87556063231643,1.721096748805585,163.40297652850802,convergence,2008,EWC,XLK
SHORT,2008-07-24,2008-08-05,2.083288344793605,-0.2182447447696263,-4.69994458006133,-4.794983966860489,2.213733801502658,276.5130149446439,convergence,2008,EWY,VGT
SHORT,2008-07-24,2008-08-06,2.1226907421980887,0.2527742604166802,-4.856229895799596,-4.93174537440992,1.9532388381593093,237.04992957031567,convergence,2008,EWS,IWF
SHORT,2008-07-16,2008-08-06,2.5206299169034976,0.42576716721739,-2.886287461173168,-2.954536268317689,1.556125398509745,249.78347174584997,convergence,2008,EWS,VGK
LONG,2008-08-08,2008-08-21,-2.2568874950324562,-0.49178716890791097,-1.995448489321511,-1.9295235088428884,1.721096748805585,224.17657279281863,convergence,2008,EWC,XLK
LONG,2008-08-08,2008-08-29,-2.7966910621400043,-0.49835048778034063,-3.580672573212124,-3.5058832427530344,1.7157581796840167,255.89445024910825,convergence,2008,EWC,VGT
LONG,2008-08-08,2008-09-04,-2.3604719946342483,-0.22414380560781705,-2.475819464514281,-2.360273969448369,1.7318176666089553,382.11840403342234,convergence,2008,VDE,VGT
LONG,2008-05-14,2008-09-05,-2.750484699827999,-0.39480833625706296,0.39438659114521446,0.3276271523335059,0.900817474222034,-341.78283303091604,convergence,2008,IWD,VB
SHORT,2008-08-07,2008-09-05,2.1642804334321535,0.4090171228315054,2.046748451449619,2.046011898103563,0.5014994252169509,-2.5774885837560184,convergence,2008,QQQ,VWO
LONG,2008-08-04,2008-09-05,-2.7780164339620734,-0.3062774605426067,0.058636383100242995,0.06753095117882113,1.0588096128089248,22.37598737719185,convergence,2008,VAW,VGT
LONG,2008-08-22,2008-09-08,-2.2235067587380093,-0.008832364398666507,-4.939161534597224,-4.824179464266599,2.213733801502658,322.60819499948536,convergence,2008,EWY,VGT
SHORT,2008-05-29,2008-09-08,2.5943948477778864,0.15768536075357045,0.11801109515460428,0.1796951447498829,1.0800146136352935,-297.66682847948846,convergence,2008,IWO,VV
LONG,2008-05-27,2008-09-08,-3.478971043227982,0.15836424199300758,0.2612039642676218,0.1977351817103319,0.905204855656895,-340.1314077973925,convergence,2008,IWD,IWM
SHORT,2008-09-16,2008-09-19,2.1795850769826695,-0.42683395719995565,-2.877715864539242,-2.9378924156565724,1.556125398509745,226.1940049187242,convergence,2008,EWS,VGK
LONG,2008-09-17,2008-09-26,-2.2776851546221537,-0.25775130370516186,-2.021900048423958,-1.936626183177006,1.3311553128410503,351.4877558094325,convergence,2008,EWS,XLB
SHORT,2008-09-29,2008-10-09,2.1500267374641275,4.384270529273918,-2.876084077175685,-2.7122554524779146,1.556125398509745,-583.6179957012255,stop_loss,2008,EWS,VGK
SHORT,2008-10-02,2008-10-10,2.6735875901943995,-2.4910656481766065,0.35788320984187383,0.29057239890661535,0.900817474222034,274.68699955210343,convergence,2008,IWD,VB
LONG,2008-09-30,2008-10-10,-2.017173528053934,-0.23944824505310774,0.8134363468157981,0.8733169969736658,0.6244496321147434,104.61991511100928,convergence,2008,VAW,XOP
LONG,2008-10-10,2008-10-13,-2.4910656481766065,0.16196738497288182,0.29057239890661535,0.32873551475251794,0.900817474222034,199.04226792391577,convergence,2008,IWD,VB
SHORT,2008-09-22,2008-10-13,2.035834330229527,0.3858774299078986,-1.7687996383435376,-1.8566014503253814,1.721096748805585,190.62808689422383,convergence,2008,EWC,XLK
LONG,2008-10-03,2008-10-16,-3.0217045208607574,-0.19539122403467848,0.15076327640278242,0.1813013731079467,1.0800146136352935,112.17038859058867,convergence,2008,IWO,VV
SHORT,2008-10-02,2008-10-29,2.2393533825077596,0.1618262230368896,-1.8209775473119665,-1.8905304754806307,1.3311553128410503,168.020992956881,convergence,2008,EWS,XLB
SHORT,2008-10-13,2008-10-29,2.2255178397057005,0.41311983583380346,-4.536274137338042,-4.703887816247537,2.213733801502658,316.53708499306043,convergence,2008,EWY,VGT
