pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,exit_z_rolling,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry
EWU_EWP,EWU,EWP,EUROPE,LONG,2016-09-09,2016-09-28,13,-2.860975818279848,-1.0099066744149026,-0.6016602057839083,0.7881475875431608,5.299385514668743,86.97592629143621,max_holding,50959.48596359686
VGK_EWL,VGK,EWL,EUROPE,SHORT,2017-04-24,2017-05-22,20,3.3950309799082126,1.5467947933023227,0.5580840762454197,0.9800037833216717,8.365800725097653,26.101393344934976,max_holding,51046.4618898883
DBC_USO,DBC,USO,COMMODITIES,SHORT,2017-06-21,2017-07-05,9,3.0735009111450924,3.601943124195812,2.482978290557404,0.674650284836645,13.500789320641603,-46.833823097572726,stop_loss,51072.563283233234
DBC_USO,DBC,USO,COMMODITIES,SHORT,2017-08-31,2017-09-27,18,3.036158257226735,0.03411693166824059,-0.41823149802233717,0.674650284836645,13.500789320641603,192.80734506775025,convergence,51025.72946013566
EWI_EWN,EWI,EWN,EUROPE,SHORT,2018-04-19,2018-04-20,1,3.5214506117635476,3.842095581573288,3.3954781420455786,1.121677986215859,11.927783998968676,-34.91340908114148,stop_loss,51218.53680520341
EWI_EWN,EWI,EWN,EUROPE,SHORT,2018-04-20,2018-04-23,1,3.3954781420455786,3.845859527845215,3.3864259331211377,1.121677986215859,11.927783998968676,-43.87945483317126,stop_loss,51183.62339612227
EWI_EWN,EWI,EWN,EUROPE,SHORT,2018-04-23,2018-04-24,1,3.3864259331211377,3.3097830533157757,2.991007283493587,1.121677986215859,11.927783998968676,-14.497368734740006,stop_loss,51139.743941289096
EWI_EWN,EWI,EWN,EUROPE,SHORT,2018-04-24,2018-05-02,6,2.991007283493587,3.230535946277666,2.328065520696224,1.121677986215859,11.927783998968676,-34.77488060960515,stop_loss,51125.24657255436
FEZ_EWI,FEZ,EWI,EUROPE,SHORT,2018-05-18,2018-05-21,1,3.1215910783362593,3.677068337516845,3.343947097719728,0.727583727545453,13.96346378513055,-48.3884797921138,stop_loss,51090.47169194475
FEZ_EWI,FEZ,EWI,EUROPE,SHORT,2018-05-21,2018-05-22,1,3.343947097719728,3.0405496889985066,2.8983922231119,0.727583727545453,13.96346378513055,-1.7827866188430548,stop_loss,51042.08321215264
EZU_EWI,EZU,EWI,EUROPE,SHORT,2018-05-21,2018-05-25,4,2.809605229898981,3.371119314129436,2.8429206976780974,0.7748578899469161,14.804128689550003,-52.60480500797672,stop_loss,51042.08321215264
FEZ_EWI,FEZ,EWI,EUROPE,SHORT,2018-05-22,2018-05-25,3,2.8983922231119,3.414251019844328,2.850648890153926,0.727583727545453,13.96346378513055,-47.276883281897184,stop_loss,51040.300425533795
EZU_EWI,EZU,EWI,EUROPE,SHORT,2018-05-25,2018-05-29,1,2.8429206976780974,3.705416306636231,3.312689014824221,0.7748578899469161,14.804128689550003,-77.76986794228384,stop_loss,50940.41873724392
FEZ_EWI,FEZ,EWI,EUROPE,SHORT,2018-05-25,2018-05-29,1,2.850648890153926,3.4162108268552,3.0836335901027168,0.727583727545453,13.96346378513055,-54.40197878921816,stop_loss,50940.41873724392
EZU_EWI,EZU,EWI,EUROPE,SHORT,2018-05-29,2018-06-05,5,3.312689014824221,3.2154487673075347,2.495738039109157,0.7748578899469161,14.804128689550003,-10.533180386452962,stop_loss,50808.24689051242
FEZ_EWI,FEZ,EWI,EUROPE,SHORT,2018-05-29,2018-06-06,6,3.0836335901027168,3.253064635731927,2.4046424816567495,0.727583727545453,13.96346378513055,-31.30849693567629,stop_loss,50808.24689051242
EWI_EWN,EWI,EWN,EUROPE,LONG,2018-05-29,2018-06-07,7,-3.300892351850899,-3.342424773802744,-2.4083308309949767,1.121677986215859,11.927783998968676,-24.239169731057494,stop_loss,50808.24689051242
DIA_RSP,DIA,RSP,US_BROAD,LONG,2018-06-20,2018-07-06,11,-2.8591469632296964,-3.1635307635624064,-2.160452158931393,1.6182500857726463,7.113637816560733,-33.35059825933999,stop_loss,50742.16604345923
SCHV_DVY,SCHV,DVY,US_VALUE,LONG,2018-06-27,2018-07-17,13,-2.9233668096124847,-0.21622936630977077,0.36745758206976775,1.1468147551330026,6.663542817733871,79.3336320982437,convergence,50742.16604345923
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-01,2018-10-02,1,3.3339806373253444,4.2348441693614545,3.709355677966343,1.6182500857726463,7.113637816560733,-38.7700125862134,stop_loss,50788.14907729813
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-02,2018-10-03,1,3.709355677966343,3.898270455399575,3.4565563195282314,1.6182500857726463,7.113637816560733,-23.644573819182888,stop_loss,50749.37906471192
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-03,2018-10-04,1,3.4565563195282314,4.119752983564391,3.583791534112918,1.6182500857726463,7.113637816560733,-36.69441562331406,stop_loss,50725.73449089273
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-04,2018-10-05,1,3.583791534112918,3.6663952609801282,3.264110985517325,1.6182500857726463,7.113637816560733,-21.474532675345227,stop_loss,50689.04007526942
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-05,2018-10-08,1,3.264110985517325,3.2567794283262717,2.952009568794536,1.6182500857726463,7.113637816560733,-18.773157976907353,stop_loss,50667.56554259407
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-08,2018-10-09,1,2.952009568794536,3.4987590968361935,3.1364399507275373,1.6182500857726463,7.113637816560733,-38.54895114946531,stop_loss,50648.79238461716
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-09,2018-10-10,1,3.1364399507275373,4.5751259568785,3.872512710381123,1.6182500857726463,7.113637816560733,-74.70209628467262,stop_loss,50610.243433467695
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-10,2018-10-11,1,3.872512710381123,4.932482005406367,4.090652857120506,1.6182500857726463,7.113637816560733,-66.62860449500889,stop_loss,50535.54133718302
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-11,2018-10-12,1,4.090652857120506,3.955802591423914,3.4668902472762704,1.6182500857726463,7.113637816560733,-11.778051821209527,stop_loss,50468.91273268801
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-12,2018-10-15,1,3.4668902472762704,3.2782617824797775,2.966806395473981,1.6182500857726463,7.113637816560733,-7.533740584239343,stop_loss,50457.1346808668
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-15,2018-10-19,4,2.966806395473981,3.254232105546379,2.529032027030496,1.6182500857726463,7.113637816560733,-37.91064673496397,stop_loss,50449.600940282566
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-24,2018-10-26,2,3.0307115538330995,3.3269671478133467,2.8078677233980494,1.6182500857726463,7.113637816560733,-47.66600598396881,stop_loss,50411.6902935476
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-26,2018-11-20,17,2.8078677233980494,1.8375425389986193,1.0497616701601673,1.6182500857726463,7.113637816560733,89.25162346945649,max_holding,50364.02428756363
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-12-24,2018-12-31,4,3.0674866251872777,1.815271943125228,,1.6182500857726463,7.113637816560733,83.76079272940243,period_end,50453.27591103309
IWM_IJR,IWM,IJR,US_SMALL,LONG,2022-05-09,2022-05-10,1,-3.559883482532733,-3.349657121868841,-3.0218197962513846,0.6188830885873864,8.839427546194099,4.953857814821621,stop_loss,50537.03670376249
VB_VBR,VB,VBR,US_SMALL,LONG,2022-05-09,2022-05-10,1,-3.5825672141642033,-3.5524310905017003,-3.177117470764707,0.6251582954188801,8.352385325148056,-15.852207429214484,stop_loss,50537.03670376249
IWM_IJR,IWM,IJR,US_SMALL,LONG,2022-05-10,2022-05-11,1,-3.0218197962513846,-3.7085540802595163,-3.28776747909324,0.6188830885873864,8.839427546194099,-102.51432949331515,stop_loss,50526.1383541481
VB_VBR,VB,VBR,US_SMALL,LONG,2022-05-10,2022-05-11,1,-3.177117470764707,-3.785868518077881,-3.34665511946367,0.6251582954188801,8.352385325148056,-86.50399862315561,stop_loss,50526.1383541481
IWM_IJR,IWM,IJR,US_SMALL,LONG,2022-05-11,2022-05-12,1,-3.28776747909324,-3.1254868992180134,-2.856558360790946,0.6188830885873864,8.839427546194099,3.2962577233713617,stop_loss,50337.120026031625
VB_VBR,VB,VBR,US_SMALL,LONG,2022-05-11,2022-05-12,1,-3.34665511946367,-3.007574569561409,-2.7667368888514723,0.6251582954188801,8.352385325148056,23.585106428720625,stop_loss,50337.120026031625
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-06-10,2022-06-13,1,2.863846213986089,3.0110162258483624,2.7602599223873074,0.8842583660989936,6.288075854728301,-25.53960329309264,stop_loss,50364.001390183716
EWQ_EWI,EWQ,EWI,EUROPE,SHORT,2022-06-10,2022-06-13,1,3.4017397300044436,3.9654559453898726,3.518931733684648,1.3042840827766693,8.790165837520759,-58.419209378629134,stop_loss,50364.001390183716
IWM_IJR,IWM,IJR,US_SMALL,LONG,2022-05-12,2022-06-14,22,-2.856558360790946,-2.9295557343014504,-1.6244746573926834,0.6188830885873864,8.839427546194099,-29.59960103490093,max_holding,50364.001390183716
EWQ_EWI,EWQ,EWI,EUROPE,SHORT,2022-06-13,2022-06-14,1,3.518931733684648,3.206152628458788,2.94063952367817,1.3042840827766693,8.790165837520759,5.972495903753401,stop_loss,50280.042577511995
EWQ_EWI,EWQ,EWI,EUROPE,SHORT,2022-06-14,2022-06-27,8,2.94063952367817,3.0209935598694275,2.050669565045275,1.3042840827766693,8.790165837520759,-26.61137123259995,stop_loss,50256.415472380846
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-06-30,2022-07-06,3,2.891095088080903,3.5978515843924463,2.9506974813917317,0.8842583660989936,6.288075854728301,-59.75735047152598,stop_loss,50229.80410114825
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-07-06,2022-07-12,4,2.9506974813917317,3.2897185956066664,2.5653283181076447,0.8842583660989936,6.288075854728301,-43.04222604109337,stop_loss,50170.04675067672
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-07-14,2022-07-15,1,2.979754812236183,3.0264584815944433,2.7697761437254216,0.8842583660989936,6.288075854728301,-23.572790105288643,stop_loss,50127.00452463563
EZU_EWL,EZU,EWL,EUROPE,LONG,2024-06-11,2024-06-13,2,-3.073494225686452,-4.12262969930285,-3.4962926930643876,0.9413231626074533,10.954683962665209,-87.27411865070304,stop_loss,50103.43173453034
EWG_EWL,EWG,EWL,EUROPE,LONG,2024-06-13,2024-06-14,1,-3.1020750744868497,-4.039570639267338,-3.5410401332935284,0.9739300399395552,10.989121563206897,-94.75656772050166,stop_loss,50016.15761587964
EZU_EWL,EZU,EWL,EUROPE,LONG,2024-06-13,2024-06-14,1,-3.4962926930643876,-4.805372676278446,-4.030340057077711,0.9413231626074533,10.954683962665209,-115.9471011081333,stop_loss,50016.15761587964
EWG_EWN,EWG,EWN,EUROPE,LONG,2024-06-13,2024-06-14,1,-2.9697993124999305,-3.7388580028987692,-3.3306163978929657,0.7847371371117219,10.739509118877958,-60.33386631157135,stop_loss,50016.15761587964
EWG_EWL,EWG,EWL,EUROPE,LONG,2024-06-14,2024-06-17,1,-3.5410401332935284,-3.135365652458063,-2.86435584374433,0.9739300399395552,10.989121563206897,18.776976649790164,stop_loss,49745.120080739434
