pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,exit_z_rolling,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-19,2010-04-20,1,2.9976102134116283,4.73599537911135,3.998506795134644,0.7542927071836641,13.220005897924523,-62.481319884486496,stop_loss,50000.0
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-20,2010-04-21,1,3.998506795134644,3.2161748922877718,2.930726121037776,0.7542927071836641,13.220005897924523,4.160833055603973,stop_loss,49937.518680115514
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-21,2010-04-22,1,2.930726121037776,3.0372209962707064,2.805411619950886,0.7542927071836641,13.220005897924523,-22.063435970275368,stop_loss,49941.67951317112
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-27,2010-04-28,1,2.9611056245848784,3.304592891746716,3.012375781937484,0.9871937579496305,6.455806101579485,-44.354383630924104,stop_loss,49919.616077200844
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-22,2010-04-29,5,2.805411619950886,3.928614189380144,2.9753533528812537,0.7542927071836641,13.220005897924523,-56.112838528692535,stop_loss,49919.616077200844
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-29,2010-04-30,1,2.9753533528812537,3.5399503173329014,3.187478445566643,0.7542927071836641,13.220005897924523,-41.116361152230766,stop_loss,49819.148855041225
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-30,2010-05-03,1,3.187478445566643,3.8507945689346963,3.3899530904506188,0.7542927071836641,13.220005897924523,-49.789125721780536,stop_loss,49778.032493889
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-28,2010-05-05,5,3.012375781937484,3.0746722265023125,2.3721233292538484,0.9871937579496305,6.455806101579485,-22.68362962380798,stop_loss,49875.26169356992
TLT_BND,TLT,BND,BONDS_GOV,SHORT,2010-05-04,2010-05-05,1,3.143602106616532,3.537468004668989,3.2043313590564466,-0.8413367668101543,11.310806781235772,-46.38394661405882,stop_loss,49728.24336816722
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-05-03,2010-05-06,3,3.3899530904506188,0.13342316288013936,0.03245185309833962,0.7542927071836641,13.220005897924523,140.81328500425462,convergence,49728.24336816722
EZU_EWU,EZU,EWU,EUROPE,LONG,2010-04-28,2010-05-06,6,-3.115406622797122,-3.2891394961221048,-2.4982292752156723,1.0469804388799806,5.963186379561934,-27.85415534786192,stop_loss,49875.26169356992
TLT_BND,TLT,BND,BONDS_GOV,SHORT,2010-05-05,2010-05-06,1,3.2043313590564466,5.135018446336037,4.213274446754675,-0.8413367668101543,11.310806781235772,-158.44735272734255,stop_loss,49659.17579192935
TLT_BND,TLT,BND,BONDS_GOV,SHORT,2010-05-06,2010-05-07,1,4.213274446754675,3.5115967508563424,3.143462982725151,-0.8413367668101543,11.310806781235772,34.009417426158905,stop_loss,49613.6875688584
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-05-06,2010-05-07,1,-4.980326179468041,-3.6355610621822247,-3.3264014774521904,1.1120283439561278,6.150057843900465,51.9735493467591,stop_loss,49613.6875688584
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-06,2010-05-07,1,-3.3933562122917884,-3.874469796099135,-3.5718118167931814,1.1655904559487027,6.132075550582108,-45.466277267772945,stop_loss,49613.6875688584
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-07,2010-05-10,1,-3.5718118167931814,0.032244358643276516,0.05376028800457792,1.1655904559487027,6.132075550582108,216.36899758498288,convergence,49654.20425836355
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-05-07,2010-05-14,5,-3.3264014774521904,-3.773370120841522,-3.0662942679986145,1.1120283439561278,6.150057843900465,-44.41195121437481,stop_loss,49654.20425836355
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-05-14,2010-05-17,1,-3.0662942679986145,-3.168084242020393,-2.884718325279418,1.1120283439561278,6.150057843900465,-25.251816424601532,stop_loss,49826.16130473416
TLT_BND,TLT,BND,BONDS_GOV,SHORT,2010-05-07,2010-05-18,7,3.143462982725151,3.5679289474200973,2.573425050114688,-0.8413367668101543,11.310806781235772,-11.608691742338785,stop_loss,49654.20425836355
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-05-18,2010-05-20,2,2.8164498151123922,3.840666282597805,3.374693029864095,0.959418377596196,5.1524661102392395,-73.92210334659433,stop_loss,49789.30079656722
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-14,2010-05-20,4,-3.0306008041214176,-0.22619372357417428,-0.07590403819775307,1.1655904559487027,6.132075550582108,149.54945695795453,convergence,49826.16130473416
TLT_BND,TLT,BND,BONDS_GOV,SHORT,2010-05-20,2010-05-21,1,2.9439679048675713,3.0106797494286317,2.757248529517398,-0.8413367668101543,11.310806781235772,-18.043888612873154,stop_loss,49864.92815017858
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-05-17,2010-05-21,4,-2.884718325279418,-0.08037909442012299,0.007401764586787833,1.1120283439561278,6.150057843900465,169.93713978571438,convergence,49800.90948830956
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-05-20,2010-05-26,4,3.374693029864095,-0.03572843372575612,-0.16845548324457124,0.959418377596196,5.1524661102392395,184.83448536770115,convergence,49864.92815017858
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-05-06,2010-05-28,16,2.858035662424682,2.236954278913225,1.4591887074486396,0.9871937579496305,6.455806101579485,44.37039484464492,max_holding,49613.6875688584
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-04,2010-06-07,1,-2.836409327684861,-3.0948375012176927,-2.8456125405508264,1.1655904559487027,6.132075550582108,-37.11313065910086,stop_loss,50246.02628156377
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-07,2010-06-08,1,-2.8456125405508264,-3.3584915104075743,-3.056596182482648,1.1655904559487027,6.132075550582108,-58.56228568643232,stop_loss,50208.91315090467
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-06-08,2010-06-09,1,-2.8470213007508547,-3.012017405370763,-2.765446839647342,1.1120283439561278,6.150057843900465,-33.311699768021015,stop_loss,50150.350865218235
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-08,2010-06-09,1,-3.056596182482648,-3.0915459557714344,-2.8275844657211495,1.1655904559487027,6.132075550582108,-21.610407277989435,stop_loss,50150.350865218235
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-09,2010-06-15,4,-2.8275844657211495,-0.23507087695711784,-0.12589099029738735,1.1655904559487027,6.132075550582108,229.6237309848224,convergence,50095.428758172224
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-18,2010-06-21,1,2.8509327089452516,3.037588633256475,2.7786099388509773,1.0479223703362872,14.580256609700431,-24.989577046432323,stop_loss,50325.052489157046
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-29,2010-06-30,1,2.8576440090224815,3.0589609270796734,2.812746117762704,1.0479223703362872,14.580256609700431,-28.170479272728414,stop_loss,50300.06291211061
XLF_IAI,XLF,IAI,FINANCIALS,SHORT,2010-06-29,2010-06-30,1,3.172578083342242,3.3408733551278202,3.018568393700236,1.2110830782653645,12.362511392812893,-30.52664450714458,stop_loss,50300.06291211061
XLF_IAI,XLF,IAI,FINANCIALS,SHORT,2010-06-30,2010-07-06,3,3.018568393700236,3.267457624145284,2.5829917380668843,1.2110830782653645,12.362511392812893,-37.57790453678945,stop_loss,50241.36578833074
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-30,2010-07-07,4,2.812746117762704,4.31297523952704,3.2012738789003636,1.0479223703362872,14.580256609700431,-96.27292147381307,stop_loss,50241.36578833074
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-07-07,2010-07-08,1,3.2012738789003636,3.3227439487874895,3.000855207441009,1.0479223703362872,14.580256609700431,-26.773925353947142,stop_loss,50107.514962320136
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-07-08,2010-07-09,1,3.000855207441009,3.069748837743648,2.804792173112838,1.0479223703362872,14.580256609700431,-23.85659855146797,stop_loss,50080.74103696619
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-07-09,2010-07-12,1,2.804792173112838,3.1970724309008256,2.9049319026988245,1.0479223703362872,14.580256609700431,-48.229062246264434,stop_loss,50056.88443841472
XLF_IAI,XLF,IAI,FINANCIALS,SHORT,2010-07-07,2010-07-12,3,2.9073132584749946,3.1482134893072584,2.5218502073948414,1.2110830782653645,12.362511392812893,-43.43839473109803,stop_loss,50107.514962320136
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-06-28,2010-07-20,15,-3.734544857070711,-1.0635791422752618,-0.39739972370873344,1.1120283439561278,6.150057843900465,290.7852247379081,max_holding,50300.06291211061
VGK_EWL,VGK,EWL,EUROPE,LONG,2010-06-28,2010-07-20,15,-5.238267862887816,-0.26795895558024285,0.14194347542895294,1.1493583890371042,8.273978147465268,320.4800001147016,convergence,50300.06291211061
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-28,2010-07-20,15,-3.7402743314512334,-0.4622675338650014,0.06850711801056564,1.1655904559487027,6.132075550582108,334.6851382932601,max_holding,50300.06291211061
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-07-12,2010-08-05,18,2.9049319026988245,0.12553893098933758,-0.4401216033435456,1.0479223703362872,14.580256609700431,218.33182778532782,convergence,49965.216981437356
EWT_EWY,EWT,EWY,ASIA_DEV,LONG,2011-03-30,2011-03-31,1,-3.276747590972535,-3.1854929498638587,-2.8962595132114153,0.9510986122103829,7.302834201561681,-8.883093756203504,stop_loss,51129.499172368545
EWT_EWY,EWT,EWY,ASIA_DEV,LONG,2011-03-31,2011-04-01,1,-2.8962595132114153,-3.070166115195183,-2.808461827344603,0.9510986122103829,7.302834201561681,-40.93601868442603,stop_loss,51120.616078612344
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-04-14,2011-04-15,1,2.824629340968112,4.321378123462605,3.7267515791687664,0.9953879383695514,5.657773271086202,-65.24919289460047,stop_loss,51079.680059927916
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-04-15,2011-04-18,1,3.7267515791687664,4.021645204335833,3.508441337370088,0.9953879383695514,5.657773271086202,-29.073059054573395,stop_loss,51014.43086703331
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-04-18,2011-04-19,1,3.508441337370088,3.0073694677281964,2.7549820231878086,0.9953879383695514,5.657773271086202,0.25421427525186857,stop_loss,50985.35780797874
EWT_EWY,EWT,EWY,ASIA_DEV,LONG,2011-04-01,2011-04-20,13,-2.808461827344603,-3.08863217496956,-1.8645549909522243,0.9510986122103829,7.302834201561681,-56.8919239376397,stop_loss,51079.680059927916
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-04-21,2011-04-25,1,3.1965263787789953,3.0781310512284823,2.8112937815452237,0.9953879383695514,5.657773271086202,-13.322240777672569,stop_loss,50928.72009831635
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-04-25,2011-04-28,3,2.8112937815452237,3.023853848900695,2.434401664371897,0.9953879383695514,5.657773271086202,-31.069386762572012,stop_loss,50915.39785753868
EWU_EWL,EWU,EWL,EUROPE,LONG,2011-05-03,2011-05-04,1,-2.938665011966846,-3.0130588779883496,-2.7834133629474427,1.0519786717793544,6.81761841862078,-26.318733795954522,stop_loss,50884.328470776105
EWU_EWL,EWU,EWL,EUROPE,LONG,2011-05-05,2011-05-16,7,-2.805225732987342,-3.114984556691013,-2.3097941365130406,1.0519786717793544,6.81761841862078,-52.444706785311496,stop_loss,50858.00973698015
VGK_EWU,VGK,EWU,EUROPE,SHORT,2011-05-03,2011-05-20,13,2.8778470175543323,0.9971831352916197,0.3323854518940629,0.9877126871892167,5.344741393986324,80.49158553917732,max_holding,50884.328470776105
KRE_IAI,KRE,IAI,FINANCIALS,SHORT,2011-05-17,2011-06-08,15,3.025091592246022,3.3942654155165015,2.278368678960524,0.9225473074621454,14.925963123697457,-41.614024641876355,stop_loss,50805.56503019484
EWS_EWT,EWS,EWT,ASIA_DEV,SHORT,2012-04-20,2012-04-27,5,2.940358586976749,3.944855747770971,2.848629077393505,0.773678206914459,8.231161658733956,-90.14149857835838,stop_loss,50844.44259109214
VHT_IBB,VHT,IBB,HEALTHCARE,LONG,2012-05-11,2012-05-14,1,-2.984127633955036,-3.371215984889153,-3.130178013943183,0.7738057543911687,6.329413460905539,-36.0235930446611,stop_loss,50754.301092513786
VHT_IBB,VHT,IBB,HEALTHCARE,LONG,2012-05-14,2012-05-15,1,-3.130178013943183,-3.468232327772924,-3.119830546727025,0.7738057543911687,6.329413460905539,-34.829199145524726,stop_loss,50718.27749946913
EWS_EWT,EWS,EWT,ASIA_DEV,SHORT,2012-04-27,2012-05-17,14,2.848629077393505,-0.47056724952220474,-0.7017463629870632,0.773678206914459,8.231161658733956,264.278403167126,convergence,50754.301092513786
VHT_IBB,VHT,IBB,HEALTHCARE,LONG,2012-05-15,2012-05-23,6,-3.119830546727025,-3.1724155915164354,-2.3447946879520463,0.7738057543911687,6.329413460905539,-21.687793959253366,stop_loss,50683.4483003236
XLV_IBB,XLV,IBB,HEALTHCARE,LONG,2012-05-15,2012-05-25,8,-2.82170232201812,-3.0642394564345303,-2.2088350092360822,0.7012273930524509,7.705794225704371,-32.77388445267823,stop_loss,50683.4483003236
EWI_EWP,EWI,EWP,EUROPE,SHORT,2013-05-20,2013-06-20,22,2.8112907857855802,0.5385420367550677,-0.3769410964650539,0.7744935244718194,8.965892917483709,231.76496577025574,max_holding,50893.2650250788
XOP_OIH,XOP,OIH,ENERGY,SHORT,2014-04-17,2014-05-07,13,3.0111599862335607,0.144167023593549,-0.10713502089858172,1.1127426498537238,8.015689327240782,141.12038021104678,convergence,51125.029990849056
XLI_IYT,XLI,IYT,INDUSTRIALS,LONG,2014-05-28,2014-06-02,3,-2.8490140086513382,-3.0816871558348784,-2.510009230807377,1.0821584858549418,9.00008604426309,-32.850055750176566,stop_loss,51266.1503710601
EWU_EWP,EWU,EWP,EUROPE,SHORT,2016-06-20,2016-06-21,1,3.018320421949007,3.289713504343196,3.018614357992508,0.7881475875431608,5.299385514668743,-36.128150675935785,stop_loss,51233.30031530993
EWU_EWP,EWU,EWP,EUROPE,SHORT,2016-06-21,2016-06-22,1,3.018614357992508,3.7411410749703493,3.3442547676523415,0.7881475875431608,5.299385514668743,-66.62702825373727,stop_loss,51197.172164633994
EWU_EWP,EWU,EWP,EUROPE,SHORT,2016-06-22,2016-06-23,1,3.3442547676523415,3.0746953303146993,2.8164988085093574,0.7881475875431608,5.299385514668743,1.004029562821831,stop_loss,51130.54513638026
EWU_EWP,EWU,EWP,EUROPE,SHORT,2016-06-23,2016-06-24,1,2.8164988085093574,3.708926214288107,3.2915590567090325,0.7881475875431608,5.299385514668743,-64.62463029446175,stop_loss,51131.54916594308
EWJ_DXJ,EWJ,DXJ,ASIA_DEV,SHORT,2016-06-27,2016-06-28,1,2.9463614153720084,3.0598092760019067,2.8626134284389524,0.7525620687965349,6.271514300868031,-30.828340245268897,stop_loss,51066.92453564861
EWJ_DXJ,EWJ,DXJ,ASIA_DEV,SHORT,2016-06-28,2016-06-29,1,2.8626134284389524,3.01233902987875,2.811256135861555,0.7525620687965349,6.271514300868031,-35.136862019061,stop_loss,51036.09619540335
EZU_EWU,EZU,EWU,EUROPE,LONG,2016-06-24,2016-07-05,6,-2.894576641191341,-3.839082749790901,-2.7424380117163594,0.7586753903944563,7.319257887691633,-80.64729240177496,stop_loss,51066.92453564861
EWJ_DXJ,EWJ,DXJ,ASIA_DEV,SHORT,2016-06-29,2016-07-05,3,2.811256135861555,3.2484929940526417,2.6543513280946494,0.7525620687965349,6.271514300868031,-65.94220269756353,stop_loss,51000.959333384286
EWU_EWP,EWU,EWP,EUROPE,SHORT,2016-06-24,2016-07-14,13,3.2915590567090325,1.9777384438798882,1.1160257114505168,0.7881475875431608,5.299385514668743,105.11612531191568,max_holding,51066.92453564861
