pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry,qty_x,qty_y,entry_px,entry_py
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-05,2010-04-16,9,2.25979139191261,4.523375173746297,0.9871937579496305,6.455806101579485,-47.785440942050556,stop_loss,50000.0,-137.1663358981649,149.40912202878982,18.34350204467773,16.62474822998047
XLF_KBE,XLF,KBE,FINANCIALS,LONG,2010-04-06,2010-04-20,10,-2.399865071399833,-4.03371059717047,1.0000302001899337,7.636304255021442,-50.42324154165045,stop_loss,50000.0,247.54973271873976,-127.70540432607007,10.098828315734863,19.576601028442383
IJR_VB,IJR,VB,US_SMALL,SHORT,2010-04-19,2010-04-26,5,2.0169554457152197,4.127032906783715,0.8730392770884805,5.641026853776293,-17.63357480076772,stop_loss,49952.21455905795,-106.44462397490858,44.34298056742007,25.054407119750977,52.5069465637207
VTI_OEF,VTI,OEF,US_BROAD,SHORT,2010-04-22,2010-04-26,2,3.3702275298324764,4.504758057254826,1.103902530772375,6.55931608060191,-11.688500995221194,stop_loss,49901.791317516305,-50.343638536615686,62.63043224199909,47.11355972290039,41.80573272705078
IWB_OEF,IWB,OEF,US_BROAD,SHORT,2010-04-22,2010-04-26,2,2.881706485354066,4.268696932774332,1.0841911404442768,5.32848455590376,-11.55991433450145,stop_loss,49901.791317516305,-46.52322353023517,62.093852351470815,51.464622497558594,41.80573272705078
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-16,2010-04-27,7,2.27936740123004,4.544740781483117,0.9871937579496305,6.455806101579485,-62.8891479911158,stop_loss,49952.21455905795,-136.8716212856248,151.696759302584,18.36543083190918,16.3583927154541
IJR_VBK,IJR,VBK,US_SMALL,SHORT,2010-04-19,2010-04-29,8,2.015415226130558,4.974819371845235,0.8835258130778043,9.082709239431999,-42.9078219070879,stop_loss,49952.21455905795,-105.85199319043372,38.43786958706251,25.054407119750977,60.959739685058594
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-04-30,2010-05-04,2,2.1098642436492803,-1.1316231479594943,0.959418377596196,5.1524661102392395,33.44902922926016,convergence,49755.112357487604,-171.1738381873202,139.56906770148743,14.834507942199709,17.45538330078125
IJR_VB,IJR,VB,US_SMALL,SHORT,2010-04-26,2010-05-07,9,2.004303199214553,0.07013575143318787,0.8730392770884805,5.641026853776293,15.132777753491721,convergence,49860.90932738581,-102.30456083290314,42.60920187295733,26.020660400390625,54.54358673095703
KBE_IAI,KBE,IAI,FINANCIALS,SHORT,2010-04-06,2010-05-11,25,2.238068938510566,4.093779414029282,1.1513248086480323,8.75111304967419,-103.27808745761803,stop_loss,50000.0,-118.72077661840889,119.28985262632186,19.576601028442383,22.43150329589844
XLF_KBE,XLF,KBE,FINANCIALS,LONG,2010-04-20,2010-05-13,17,-2.129251395802907,-4.0512598335356955,1.0000302001899337,7.636304255021442,-68.7443141615668,stop_loss,49901.791317516305,242.19299212904238,-122.75912167910137,10.301916122436523,20.32539176940918
IWB_OEF,IWB,OEF,US_BROAD,SHORT,2010-04-26,2010-05-17,15,2.6522906598176768,3.359233906662825,1.0841911404442768,5.32848455590376,-9.747215144587223,max_holding,49860.90932738581,-46.33978861130047,62.020452538867694,51.626014709472656,41.820919036865234
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-05-12,2010-05-18,4,2.755172171441979,4.075823542478641,0.959418377596196,5.1524661102392395,-32.00171632880346,stop_loss,49700.416077012735,-177.37070343336555,147.2791709376006,14.300491333007812,16.523405075073242
IJR_VB,IJR,VB,US_SMALL,SHORT,2010-05-17,2010-05-20,3,2.453896645085944,-0.1318506515430525,0.8730392770884805,5.641026853776293,25.083504025552692,convergence,49621.924547706585,-106.74864275911537,45.313041425398545,24.81786155700684,51.04312896728516
VTI_OEF,VTI,OEF,US_BROAD,SHORT,2010-04-26,2010-05-21,19,2.8285552009675197,3.835874044956351,1.103902530772375,6.55931608060191,-13.994001747944175,max_holding,49860.90932738581,-50.14077776734608,62.55639814980276,47.265419006347656,41.820919036865234
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-27,2010-05-24,19,2.36067417288825,2.1089855927877283,0.9871937579496305,6.455806101579485,4.247552617470686,max_holding,49798.02017939469,-142.48896503309007,161.97084480806384,17.58695411682129,15.273459434509276
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-05-20,2010-05-25,3,2.050866649843982,0.1313176346463707,0.959418377596196,5.1524661102392395,78.82466049276277,convergence,49615.006335403334,-191.257144448622,163.27807916407772,13.239397048950195,14.878735542297363
IJR_VBK,IJR,VBK,US_SMALL,SHORT,2010-04-29,2010-05-26,19,2.873175892592374,-0.14607073442189777,0.8835258130778043,9.082709239431999,42.93999213597123,convergence,49755.112357487604,-101.16061135524556,37.11069134695983,26.11287498474121,62.89068603515625
IWB_OEF,IWB,OEF,US_BROAD,SHORT,2010-05-20,2010-05-26,4,2.396602469555716,4.734656757115862,1.0841911404442768,5.32848455590376,-17.627150033978065,stop_loss,49615.006335403334,-52.10790396288697,69.3958292869068,45.684818267822266,37.19186782836914
KBE_IAI,KBE,IAI,FINANCIALS,SHORT,2010-05-11,2010-06-02,15,2.4310538884608452,0.30539328430701707,1.1513248086480323,8.75111304967419,77.76810407429298,convergence,49700.416077012735,-117.10499409963938,122.24630988193246,19.727798461914062,21.757858276367188
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-04-06,2010-06-07,43,2.0348465939337768,1.038615992015606,1.0479223703362872,14.580256609700431,39.77383958521617,max_holding,50000.0,-100.03623209206287,114.0583923855556,24.406145095825195,22.43150329589844
KBE_IAI,KBE,IAI,FINANCIALS,LONG,2010-06-04,2010-06-08,2,-2.059915792759052,-0.26076847653390633,1.1513248086480323,8.75111304967419,49.55420566306271,convergence,49787.1654929419,135.7954204968213,-132.35060705224168,17.042224884033203,20.131834030151367
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-06-04,2010-06-11,5,2.101318903233142,0.2589144237531683,0.9871937579496305,6.455806101579485,68.24091542850655,convergence,49787.1654929419,-164.98375602698852,193.84439615709982,15.185741424560549,12.759284973144531
IWB_OEF,IWB,OEF,US_BROAD,SHORT,2010-05-26,2010-06-17,15,2.4947943319860824,2.496451238884643,1.0841911404442768,5.32848455590376,-5.291191019564607,max_holding,49709.39738886761,-52.35675455155004,70.05677661766845,45.55418014526367,36.91107177734375
VTI_OEF,VTI,OEF,US_BROAD,SHORT,2010-05-26,2010-06-23,19,2.4024588496841033,1.4012230472980152,1.103902530772375,6.55931608060191,5.205939495529658,max_holding,49709.39738886761,-56.80502520468088,70.66216758802562,41.593563079833984,36.91107177734375
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-06-21,2010-06-28,5,2.091642031078384,-0.0972213394413886,0.959418377596196,5.1524661102392395,50.063203895754825,convergence,49939.443262599125,-181.56982478533027,152.12628631807505,14.03695297241211,16.073863983154297
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-17,2010-06-29,8,2.4522698374553236,4.747498189333877,1.0479223703362872,14.580256609700431,-40.616718282332585,stop_loss,49939.443262599125,-110.06759710750484,125.86839632946595,22.15494728088379,20.30217742919922
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-29,2010-07-07,5,2.82416086458738,4.612361617290434,1.0479223703362872,14.580256609700431,-50.55909972412283,stop_loss,49954.095687708075,-116.94202662028984,135.3582223237126,20.858688354492188,18.88435173034668
XLF_KBE,XLF,KBE,FINANCIALS,SHORT,2010-06-30,2010-07-07,4,2.0500518563540804,-0.12487464583610229,1.0000302001899337,7.636304255021442,31.318832614186878,convergence,49954.095687708075,-293.26917582849785,151.35380386467784,8.516636848449707,16.502674102783203
IJR_VBK,IJR,VBK,US_SMALL,LONG,2010-06-04,2010-07-14,27,-2.3236976765703727,-1.77330627571342,0.8835258130778043,9.082709239431999,5.075788086096587,max_holding,49787.1654929419,117.2685041100485,-42.55445270034449,22.540546417236328,54.88075256347656
XLF_KBE,XLF,KBE,FINANCIALS,LONG,2010-07-13,2010-07-16,3,-2.2999339329763955,1.8167596241991582,1.0000302001899337,7.636304255021442,54.320702469458524,convergence,49934.85542059814,271.8930758317132,-136.93760608470447,9.182672500610352,18.23297882080078
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-07-07,2010-08-05,21,3.1426175926847075,0.33703008860005745,1.0479223703362872,14.580256609700431,99.6199815471709,convergence,49934.85542059814,-115.24089720945967,135.8640576210639,21.1584415435791,18.80679702758789
XLF_KBE,XLF,KBE,FINANCIALS,SHORT,2010-07-20,2010-08-17,20,2.8501429744483744,4.2603831069460645,1.0000302001899337,7.636304255021442,-32.572443909229015,stop_loss,49994.2519111537,-284.0437958991993,148.6823315028756,8.800314903259277,16.812692642211914
IJR_VBK,IJR,VBK,US_SMALL,LONG,2010-08-11,2010-08-23,8,-2.501094900933108,-4.549311034355767,0.8835258130778043,9.082709239431999,-26.38992571018847,stop_loss,50093.87189270087,120.50653098110003,-43.38193852443926,22.07000541687012,54.16556930541992
XLF_KBE,XLF,KBE,FINANCIALS,SHORT,2010-08-25,2010-09-27,22,2.2189398450987183,2.597078947679878,1.0000302001899337,7.636304255021442,-16.9249042518692,max_holding,50034.90952308145,-299.3800255154518,160.95053257324648,8.356294631958008,15.54380226135254
IJR_VBK,IJR,VBK,US_SMALL,LONG,2010-08-23,2010-09-30,27,-2.3167926971916555,-2.6275671537531293,0.8835258130778043,9.082709239431999,-13.482482077948717,max_holding,50034.90952308145,123.83713783339034,-44.333294487366736,21.451152801513672,52.94083404541016
