pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-19,2010-05-06,13,2.997610213411612,0.032451853098339575,0.7542927071836641,13.220005897924523,104.51645117353672,convergence,50000.0
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-06,2010-05-10,2,-3.3933562122917693,0.053760288004592975,1.165590455948703,6.1320755505821145,207.80573198261902,convergence,50104.516451173535
EZU_EWU,EZU,EWU,EUROPE,LONG,2010-04-28,2010-05-18,14,-3.1154066227971113,-0.8759895195081573,1.0469804388799806,5.963186379561934,41.19306672380667,max_holding,50000.0
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-27,2010-05-19,16,2.9611056245848784,0.7784969768961121,0.9871937579496305,6.455806101579485,67.4090244369187,max_holding,50000.0
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-14,2010-05-20,4,-3.0306008041214314,-0.07590403819774219,1.165590455948703,6.1320755505821145,169.914983450519,convergence,50312.32218315615
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-05-06,2010-05-21,11,-4.980326179468041,0.007401764586787833,1.1120283439561278,6.150057843900465,459.4869930886206,convergence,50104.516451173535
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-05-18,2010-05-26,6,2.8164498151123922,-0.16845548324457124,0.959418377596196,5.1524661102392395,50.06841874879257,convergence,50353.51524987996
TLT_BND,TLT,BND,BONDS_GOV,SHORT,2010-05-04,2010-06-14,28,3.143602106616532,1.1954638806351843,-0.8413367668101543,11.310806781235772,-591.0096030353792,max_holding,50000.0
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-06-08,2010-06-15,5,-2.8470213007508547,-0.21829242944253582,1.1120283439561278,6.150057843900465,473.34846789263264,convergence,51100.394669604815
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-04,2010-06-15,7,-2.8364093276848505,-0.12589099029740142,1.165590455948703,6.1320755505821145,190.28372695460732,convergence,51100.394669604815
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-28,2010-07-13,10,-3.740274331451228,-0.21214105073511333,1.165590455948703,6.1320755505821145,368.86256616289745,convergence,51173.01726141667
VGK_EWL,VGK,EWL,EUROPE,LONG,2010-06-28,2010-07-19,14,-5.238267862887816,0.07367358075858786,1.1493583890371042,8.273978147465257,152.92614855213833,convergence,51173.01726141667
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-06-28,2010-07-20,15,-3.734544857070711,-0.39739972370873344,1.1120283439561278,6.150057843900465,635.9951325438949,max_holding,51173.01726141667
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-18,2010-07-29,28,2.8509327089453573,0.23360184092903905,1.0479223703362872,14.580256609700431,-21.366469487746148,convergence,51173.01726141667
XLF_IAI,XLF,IAI,FINANCIALS,SHORT,2010-06-29,2010-07-29,21,3.172578083342242,0.16080677957030512,1.2110830782653645,12.362511392812893,286.0566598846831,convergence,51173.01726141667
EWT_EWY,EWT,EWY,ASIA_DEV,LONG,2011-03-30,2011-04-26,18,-3.276747590972535,-1.525818609205813,0.9510986122103829,7.302834201561681,-127.46412471021765,max_holding,52595.49129907255
XLF_IAI,XLF,IAI,FINANCIALS,LONG,2011-04-21,2011-04-28,4,-2.8692458457319137,-0.1695013353984962,0.776336322478613,10.479668817029314,57.934979916612996,convergence,52595.49129907255
XLY_XRT,XLY,XRT,CONSUMER_DISC,LONG,2011-04-07,2011-04-28,14,-3.15383237814351,-0.8697826711123362,0.8015600438871174,5.816031226812864,225.25534208521046,max_holding,52595.49129907255
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-04-14,2011-05-05,14,2.8246293409681216,0.9928490449917853,0.9953879383695512,5.657773271086196,-131.12143969507335,max_holding,52595.49129907255
VGK_EWU,VGK,EWU,EUROPE,SHORT,2011-05-03,2011-05-20,13,2.8778470175543296,0.3323854518940628,0.9877126871892167,5.34474139398633,160.03675867040033,max_holding,52751.21749636416
EWU_EWL,EWU,EWL,EUROPE,LONG,2011-05-03,2011-05-26,17,-2.93866501196685,-1.5981134110547428,1.0519786717793544,6.81761841862078,-34.38904511744936,max_holding,52751.21749636416
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2011-05-03,2011-06-15,30,2.8097045150971622,0.058448111174072115,0.7513838308993663,13.162862933816777,108.42083012583761,convergence,52751.21749636416
EWS_EWT,EWS,EWT,ASIA_DEV,SHORT,2012-04-20,2012-05-15,17,2.940358586976749,0.1419965470164906,0.773678206914459,8.231161658733956,394.0567174617402,convergence,52854.164600347875
VHT_IBB,VHT,IBB,HEALTHCARE,LONG,2012-05-11,2012-06-04,15,-2.9841276339550222,-1.4088427443848481,0.7738057543911686,6.329413460905554,-97.38367644618575,max_holding,52854.164600347875
XLV_IBB,XLV,IBB,HEALTHCARE,LONG,2012-05-15,2012-06-12,19,-2.8217023220180915,-0.6307378431175347,0.7012273930524507,7.705794225704298,177.46597618601845,max_holding,53248.22131780961
EWT_EWY,EWT,EWY,ASIA_DEV,SHORT,2013-04-19,2013-05-09,14,3.180392178670538,1.7145297785202145,0.8963190975894659,5.861134508198013,-77.28065521656804,max_holding,53328.30361754944
EWI_EWP,EWI,EWP,EUROPE,SHORT,2013-05-20,2013-06-12,16,2.811290785785586,0.18760066688745403,0.7744935244718194,8.965892917483725,597.3051984657826,convergence,53251.02296233287
XOP_OIH,XOP,OIH,ENERGY,SHORT,2014-04-17,2014-05-07,13,3.0111599862335607,-0.10713502089858172,1.1127426498537238,8.015689327240782,475.6399936479677,convergence,53848.32816079865
XLI_IYT,XLI,IYT,INDUSTRIALS,LONG,2014-05-28,2014-06-27,22,-2.849014008651337,-1.5166786795367166,1.0821584858549418,9.000086044263076,-15.88757458551463,max_holding,54323.968154446615
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2016-06-14,2016-06-22,6,-3.1261852953675877,-0.2545667058487045,0.8742229020130766,5.348316557882564,117.67753219126331,convergence,54308.0805798611
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2016-06-24,2016-07-14,13,-3.4586012460961744,-0.5784227506072662,0.8742229020130766,5.348316557882564,84.05565877775555,max_holding,54425.75811205237
EWJ_DXJ,EWJ,DXJ,ASIA_DEV,SHORT,2016-06-27,2016-07-19,15,2.9463614153720084,0.5760862869274426,0.7525620687965349,6.271514300868031,357.80249277424565,max_holding,54425.75811205237
EZU_EWU,EZU,EWU,EUROPE,LONG,2016-06-24,2016-07-21,18,-2.894576641191352,-0.5660221091693617,0.7586753903944565,7.319257887691719,212.56920761500575,max_holding,54425.75811205237
EWU_EWL,EWU,EWL,EUROPE,LONG,2017-05-04,2017-05-17,9,-3.10628199008447,-0.2983363431479659,0.9584799510355139,5.1116811968892835,54.827480874119004,convergence,55080.185471219374
VGK_EWL,VGK,EWL,EUROPE,SHORT,2017-04-24,2017-05-22,20,3.3950309799082063,0.5580840762454085,0.9800037833216716,8.36580072509764,90.1246140567359,max_holding,55080.185471219374
EWU_EWQ,EWU,EWQ,EUROPE,LONG,2017-04-24,2017-05-30,25,-3.1907117756009913,-0.7277482072210748,0.8056087812012407,10.20582791963779,69.00463625462717,max_holding,55080.185471219374
DBC_USO,DBC,USO,COMMODITIES,SHORT,2017-06-21,2017-07-25,23,3.0735009111450924,0.053132323366381504,0.674650284836645,13.500789320641603,320.95105349995,convergence,55294.14220240486
DBC_USO,DBC,USO,COMMODITIES,SHORT,2017-08-31,2017-09-26,17,3.036158257226735,0.012652931352615368,0.674650284836645,13.500789320641603,551.3811073400203,convergence,55615.09325590481
EWI_EWN,EWI,EWN,EUROPE,SHORT,2018-04-19,2018-05-16,19,3.5214506117635644,-0.14126143682015163,1.1216779862158588,11.927783998968724,266.615345754791,convergence,56166.47436324483
FEZ_EWI,FEZ,EWI,EUROPE,SHORT,2018-05-18,2018-07-09,34,3.121591078336253,0.9397943495251504,0.727583727545453,13.963463785130516,-235.45454672854362,max_holding,56433.08970899962
EWI_EWN,EWI,EWN,EUROPE,LONG,2018-05-29,2018-07-10,29,-3.300892351850905,-0.6621831789629993,1.1216779862158588,11.927783998968724,341.0764043118928,max_holding,56433.08970899962
EZU_EWI,EZU,EWI,EUROPE,SHORT,2018-05-21,2018-07-11,35,2.809605229898981,0.7590255014683261,0.7748578899469161,14.804128689550003,-169.54851298221584,max_holding,56433.08970899962
SCHV_DVY,SCHV,DVY,US_VALUE,LONG,2018-06-27,2018-07-16,12,-2.9233668096124847,-0.010448757599955096,1.1468147551330026,6.663542817733871,231.05636036745997,convergence,56433.08970899962
EZU_EWI,EZU,EWI,EUROPE,SHORT,2018-08-28,2018-09-05,5,2.921890502042927,0.06488917581051415,0.7748578899469161,14.804128689550003,600.830523543129,convergence,56600.21941396821
IJR_VBK,IJR,VBK,US_SMALL,LONG,2019-06-07,2019-07-01,16,-3.062524501764661,-1.3243805119134215,1.081618948200894,6.418177738263386,-106.31837078007511,max_holding,57201.04993751134
KRE_IAI,KRE,IAI,FINANCIALS,LONG,2019-06-10,2019-07-03,17,-2.807860539513621,-1.6823506649032647,1.4884903085455372,7.182875906431372,134.14428033142167,max_holding,57201.04993751134
RSP_OEF,RSP,OEF,US_BROAD,SHORT,2020-06-05,2020-06-24,13,2.9663784211031023,-0.029572406045796452,0.7971598639449516,8.804754669507204,1354.292619532529,convergence,57228.875847062685
LQD_IGIB,LQD,IGIB,BONDS_CORP,SHORT,2021-06-17,2021-07-08,14,3.1788437475711815,1.7987039051923215,1.0931130284642228,5.827794897848419,-87.09502492422148,max_holding,58583.16846659521
LQD_VCIT,LQD,VCIT,BONDS_CORP,SHORT,2021-06-17,2021-07-08,14,3.06620853642,1.7842217192739922,1.117450960987107,5.677474585783511,-81.29776729403066,max_holding,58583.16846659521
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2021-06-08,2021-07-19,28,-2.856331179564543,-1.7918149726112806,1.4725819914802465,11.578453031051968,-929.6228898625476,max_holding,58583.16846659521
LQD_VCIT,LQD,VCIT,BONDS_CORP,SHORT,2021-09-22,2021-09-28,4,2.8741270842065556,-0.5730913326950998,1.117450960987107,5.677474585783511,34.848462578221294,convergence,57485.15278451441
FEZ_EWL,FEZ,EWL,EUROPE,SHORT,2021-09-27,2021-10-21,18,2.9434203108496027,0.02152315124252582,1.4725819914802465,11.578453031051968,668.7035906495082,convergence,57485.15278451441
VB_VBR,VB,VBR,US_SMALL,LONG,2022-05-09,2022-06-07,20,-3.582567214164206,-0.44119240047663993,0.6251582954188801,8.352385325148056,663.4965741378202,max_holding,58188.70483774214
IWM_IJR,IWM,IJR,US_SMALL,LONG,2022-05-09,2022-06-09,22,-3.5598834825326717,-0.7287921589639368,0.6188830885873863,8.839427546194111,512.5686117418447,max_holding,58188.70483774214
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-06-10,2022-06-17,5,2.8638462139860343,0.14049407009974155,0.8842583660989938,6.288075854728337,366.36020029049956,convergence,59364.7700236218
EWQ_EWI,EWQ,EWI,EUROPE,SHORT,2022-06-10,2022-07-13,21,3.401739730004404,2.1922398505479883,1.3042840827766695,8.790165837520773,-827.9370314856283,max_holding,59364.7700236218
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-06-30,2022-07-14,9,2.8910950880808253,2.9797548122361683,0.8842583660989938,6.288075854728337,-526.9075104319145,stop_loss_time,59731.1302239123
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-07-14,2022-08-04,15,2.9797548122361683,0.6955677692358969,0.8842583660989938,6.288075854728337,376.5418094145525,max_holding,58376.28568199476
EWQ_EWI,EWQ,EWI,EUROPE,SHORT,2022-07-14,2022-08-12,21,3.059394361077217,0.38188346619998437,1.3042840827766695,8.790165837520773,984.0934264090309,max_holding,58376.28568199476
EWJ_EWS,EWJ,EWS,ASIA_DEV,SHORT,2023-05-16,2023-06-21,24,2.835135801461418,1.4191769903836797,1.1065781060442081,9.846141690221737,-799.4952868971855,max_holding,59736.920917818345
EZU_EWU,EZU,EWU,EUROPE,SHORT,2023-06-28,2023-07-20,15,2.801140622702691,-0.08806117100355254,1.3642039164699207,12.919627311750506,252.65270799353937,convergence,58937.425630921156
EZU_EWU,EZU,EWU,EUROPE,LONG,2023-09-14,2023-10-27,31,-3.158952833267932,-0.07083180479197577,1.3642039164699207,12.919627311750506,173.9011585769573,convergence,59190.078338914696
EWG_EWU,EWG,EWU,EUROPE,LONG,2024-04-25,2024-05-30,24,-2.844780806910894,-1.1386789650799731,1.4635569412331086,9.651924103805094,-404.0307183006566,max_holding,59363.97949749165
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2024-06-04,2024-06-14,8,-3.4314238744084657,-4.0919026578502695,0.9673024836805407,7.301731784316772,-355.78627149084673,stop_loss_time,58959.94877919099
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2024-06-14,2024-07-12,18,-4.0919026578502695,-1.1448461836415815,0.9673024836805407,7.301731784316772,121.94501725455409,max_holding,58604.162507700144
EWG_EWN,EWG,EWN,EUROPE,LONG,2024-06-13,2024-07-12,19,-2.9697993124999296,-0.1468774986824404,0.7847371371117219,10.739509118877958,253.38122584042048,convergence,58959.94877919099
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2024-06-04,2024-07-17,29,-3.0605144747963964,-1.8185143714684373,1.0333708764141127,11.700115328151954,-186.60505975113713,max_holding,58959.94877919099
EZU_EWL,EZU,EWL,EUROPE,LONG,2024-06-11,2024-07-22,27,-3.073494225686452,-1.2636896086220477,0.9413231626074533,10.954683962665209,-190.47453527690058,max_holding,58959.94877919099
