entry_zscore,capital_per_pair,max_positions,total_pnl,total_trades,win_rate,profit_factor,max_drawdown,pnl_per_trade,annualized_return
2.8,15000,15,3145.1314928888223,74,62.827380952380956,2.659957549180784,405.34329696666055,42.501776930930035,0.4287108474844814
2.8,20000,5,9188.682618928424,74,62.827380952380956,2.702387484430519,1138.3963588372335,124.171386742276,1.1901070528501867
2.8,20000,8,6035.707410447604,74,62.827380952380956,2.6235925122162937,804.9374417812805,81.56361365469735,0.8024035024268406
2.8,20000,10,4780.711986241295,74,62.827380952380956,2.639090432748588,628.3178861969845,64.60421603028776,0.6424134143061755
2.8,20000,15,3145.1314928888223,74,62.827380952380956,2.659957549180784,405.34329696666055,42.501776930930035,0.4287108474844814
3.0,10000,5,7109.793163449116,51,52.019230769230774,2.888584573830673,738.397015793551,139.40770908723758,0.9367063511225959
3.0,10000,8,4610.061161614221,51,52.019230769230774,2.826661687186547,504.07401659373045,90.39335611008278,0.6203957090068934
3.0,10000,10,3661.0242649082616,51,52.019230769230774,2.838912366527907,395.806941683466,71.78478950800513,0.4967692904976895
3.0,10000,15,2416.8661231544825,51,52.019230769230774,2.855351192077225,257.3692052330789,47.38953182655848,0.33158222916571667
3.0,15000,5,7109.793163449116,51,52.019230769230774,2.888584573830673,738.397015793551,139.40770908723758,0.9367063511225959
3.0,15000,8,4610.061161614221,51,52.019230769230774,2.826661687186547,504.07401659373045,90.39335611008278,0.6203957090068934
3.0,15000,10,3661.0242649082616,51,52.019230769230774,2.838912366527907,395.806941683466,71.78478950800513,0.4967692904976895
3.0,15000,15,2416.8661231544825,51,52.019230769230774,2.855351192077225,257.3692052330789,47.38953182655848,0.33158222916571667
3.0,20000,5,7109.793163449116,51,52.019230769230774,2.888584573830673,738.397015793551,139.40770908723758,0.9367063511225959
3.0,20000,8,4610.061161614221,51,52.019230769230774,2.826661687186547,504.07401659373045,90.39335611008278,0.6203957090068934
3.0,20000,10,3661.0242649082616,51,52.019230769230774,2.838912366527907,395.806941683466,71.78478950800513,0.4967692904976895
3.0,20000,15,2416.8661231544825,51,52.019230769230774,2.855351192077225,257.3692052330789,47.38953182655848,0.33158222916571667
