pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-06-07,2010-12-31,145,2.974972042322784,0,1.222934095941567,13.220005897924523,543.7961488541218,period_end,50000.0
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-07-07,2010-12-31,124,3.1945095378473436,0,0.9823596169686248,14.580256609700431,273.19772402715535,period_end,50000.0
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-27,2010-12-31,173,2.993709681922601,0,1.003541787034715,6.455806101579485,-212.34983028302398,period_end,50000.0
EZU_EWU,EZU,EWU,EUROPE,LONG,2010-04-27,2010-12-31,173,-3.009733463407025,0,0.8517700710714935,5.963186379561934,-149.23955972750045,period_end,50000.0
TLT_BND,TLT,BND,BONDS_GOV,SHORT,2010-05-04,2010-12-31,168,3.18637974261215,0,0.35638964832420095,11.310806781235772,-179.87289816853337,period_end,50000.0
VGK_EWL,VGK,EWL,EUROPE,LONG,2010-05-06,2010-12-31,166,-3.746269340225293,0,0.8688359089996682,8.273978147465268,113.322358790391,period_end,50000.0
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-05-05,2010-12-31,167,-3.185647500483388,0,0.6877695125894271,6.150057843900465,-94.04374342555658,period_end,50000.0
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-04,2010-12-31,168,-3.0631079387708793,0,0.6650946825411106,6.132075550582108,-244.62059916947996,period_end,50000.0
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2011-05-17,2011-12-30,158,3.3794189868584983,0,1.4131495866498833,13.162862933816777,-774.9877227159719,period_end,50050.18960089756
XLF_IAI,XLF,IAI,FINANCIALS,SHORT,2011-05-17,2011-12-30,158,3.293879978278867,0,1.2900151922422112,10.479668817029296,-610.2361157745148,period_end,50050.18960089756
KBE_IAI,KBE,IAI,FINANCIALS,SHORT,2011-05-17,2011-12-30,158,2.8428102120003738,0,1.0335353669980158,15.182507332919217,-274.4316773276826,period_end,50050.18960089756
EWT_EWY,EWT,EWY,ASIA_DEV,LONG,2011-03-30,2011-12-30,191,-3.2397136955201757,0,0.9340505758785742,7.302834201561681,-67.05125197965731,period_end,50050.18960089756
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-04-05,2011-12-30,187,2.8676516765558255,0,0.7373709927953148,5.657773271086202,207.54692211303598,period_end,50050.18960089756
EWU_EWL,EWU,EWL,EUROPE,LONG,2011-05-03,2011-12-30,168,-2.9402392783202873,0,1.0548126075149644,6.81761841862078,311.58759464073904,period_end,50050.18960089756
XLY_XRT,XLY,XRT,CONSUMER_DISC,LONG,2011-03-30,2011-12-30,191,-2.999345673050967,0,1.1630105691320558,5.816031226812846,-166.30194239228265,period_end,50050.18960089756
VGK_EWU,VGK,EWU,EUROPE,SHORT,2011-04-27,2011-12-30,172,2.899688615622965,0,0.5977961376614332,5.344741393986324,864.602466450656,period_end,50050.18960089756
EWP_EWN,EWP,EWN,EUROPE,LONG,2012-07-24,2012-12-31,109,-3.019565084834041,0,0.4379588154517626,5.872372323707213,2829.666769667323,period_end,49540.91787391188
EWQ_EWP,EWQ,EWP,EUROPE,SHORT,2012-07-20,2012-12-31,111,2.820964814262261,0,1.293499810209655,9.01178160860021,1388.1171129330921,period_end,49540.91787391188
ITA_IYT,ITA,IYT,INDUSTRIALS,LONG,2012-05-09,2012-12-31,161,-2.8044059007084865,0,0.34323410667918125,7.019852462942615,488.68577625975644,period_end,49540.91787391188
EWH_EWT,EWH,EWT,ASIA_DEV,LONG,2012-05-17,2012-12-31,155,-3.624166121921017,0,0.5876297798376208,6.647066686906392,988.4992531966382,period_end,49540.91787391188
VGK_EWP,VGK,EWP,EUROPE,SHORT,2012-07-20,2012-12-31,111,2.8632091047345596,0,1.4384925278365681,8.536064934573702,1790.2907877047362,period_end,49540.91787391188
EWA_EWH,EWA,EWH,ASIA_DEV,SHORT,2012-07-26,2012-12-31,107,3.0363401528398133,0,1.0238767750054962,9.265528585226217,167.2338253407024,period_end,49540.91787391188
EWS_EWT,EWS,EWT,ASIA_DEV,SHORT,2012-04-20,2012-12-31,174,2.858448456581316,0,0.5447969311688656,8.231161658733956,-386.5842603535792,period_end,49540.91787391188
VHT_IBB,VHT,IBB,HEALTHCARE,LONG,2012-07-27,2012-12-31,106,-2.888053750447677,0,1.4012570984552857,6.329413460905539,176.4086502696444,period_end,49540.91787391188
EWT_EWY,EWT,EWY,ASIA_DEV,SHORT,2013-06-24,2013-12-31,132,2.8143159399179747,0,1.2944954544290102,5.861134508198013,1056.6443216588561,period_end,56983.235788930186
EWG_EWN,EWG,EWN,EUROPE,LONG,2013-07-05,2013-12-31,124,-3.083589786947067,0,0.9846926617118573,12.11910600306607,476.3283951408748,period_end,56983.235788930186
EWQ_EWN,EWQ,EWN,EUROPE,SHORT,2013-09-27,2013-12-31,65,2.9979288301072855,0,1.0596369375536623,8.701987362891678,180.08762431031096,period_end,56983.235788930186
EWU_EWN,EWU,EWN,EUROPE,LONG,2013-05-30,2013-12-31,149,-2.9138079966775243,0,1.5152417816798327,7.639732197056798,-679.6566333956407,period_end,56983.235788930186
VGK_EWL,VGK,EWL,EUROPE,LONG,2014-08-07,2014-12-31,101,-3.268598809505438,0,0.6835941299728476,14.43248837070744,-254.99769798966142,period_end,58016.63949664459
EWU_EWL,EWU,EWL,EUROPE,LONG,2014-09-08,2014-12-31,80,-3.553362183233237,0,0.622951698212031,8.75032785468053,-327.4136529397739,period_end,58016.63949664459
