pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-19,2010-05-06,13,2.9976102134116283,0.03245185309833962,0.7542927071836641,13.220005897924523,32.66139099173022,convergence,50000.0
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-06,2010-05-10,2,-3.3933562122917884,0.05376028800457792,1.1655904559487027,6.132075550582108,184.41844188829228,convergence,50032.66139099173
EZU_EWU,EZU,EWU,EUROPE,LONG,2010-04-28,2010-05-18,14,-3.115406622797122,-0.8759895195081614,1.0469804388799806,5.963186379561934,78.90996078795342,max_holding,50000.0
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-27,2010-05-19,16,2.9611056245848784,0.7784969768961121,0.9871937579496305,6.455806101579485,49.847928745115865,max_holding,50000.0
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-14,2010-05-20,4,-3.0306008041214176,-0.07590403819775307,1.1655904559487027,6.132075550582108,150.7227693719185,convergence,50217.07983288002
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-05-06,2010-05-21,11,-4.980326179468041,0.007401764586787833,1.1120283439561278,6.150057843900465,213.42288774684624,convergence,50032.66139099173
EWG_EWU,EWG,EWU,EUROPE,SHORT,2010-05-18,2010-05-26,6,2.8164498151123922,-0.16845548324457124,0.959418377596196,5.1524661102392395,125.02804748971167,convergence,50295.98979366798
TLT_BND,TLT,BND,BONDS_GOV,SHORT,2010-05-04,2010-06-14,28,3.143602106616532,1.1954638806351843,-0.8413367668101543,11.310806781235772,-184.690500948556,max_holding,50000.0
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-06-08,2010-06-15,5,-2.8470213007508547,-0.21829242944253582,1.1120283439561278,6.150057843900465,219.03357260685047,convergence,50835.01142702157
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-04,2010-06-15,7,-2.836409327684861,-0.12589099029738735,1.1655904559487027,6.132075550582108,168.2327004322704,convergence,50835.01142702157
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-06-28,2010-07-13,10,-3.7402743314512334,-0.2121410507351185,1.1655904559487027,6.132075550582108,326.95184289285146,convergence,51037.58719911214
VGK_EWL,VGK,EWL,EUROPE,LONG,2010-06-28,2010-07-19,14,-5.238267862887816,0.07367358075858782,1.1493583890371042,8.273978147465268,320.68825424363905,convergence,51037.58719911214
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-06-28,2010-07-20,15,-3.734544857070711,-0.39739972370873344,1.1120283439561278,6.150057843900465,295.04886086735263,max_holding,51037.58719911214
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2010-06-18,2010-07-29,28,2.8509327089452516,0.23360184092903696,1.0479223703362872,14.580256609700431,-25.82272234321831,convergence,51037.58719911214
XLF_IAI,XLF,IAI,FINANCIALS,SHORT,2010-06-29,2010-07-29,21,3.172578083342242,0.16080677957030512,1.2110830782653645,12.362511392812893,89.15612724285688,convergence,51037.58719911214
EWT_EWY,EWT,EWY,ASIA_DEV,LONG,2011-03-30,2011-04-26,18,-3.276747590972535,-1.525818609205813,0.9510986122103829,7.302834201561681,-48.01224255813075,max_holding,52043.60956201562
XLF_IAI,XLF,IAI,FINANCIALS,LONG,2011-04-21,2011-04-28,4,-2.8692458457319456,-0.1695013353984614,0.7763363224786131,10.479668817029296,93.25502058906937,convergence,52043.60956201562
XLY_XRT,XLY,XRT,CONSUMER_DISC,LONG,2011-04-07,2011-04-28,14,-3.153832378143507,-0.8697826711123593,0.8015600438871172,5.816031226812846,69.65367174120112,max_holding,52043.60956201562
XBI_IBB,XBI,IBB,HEALTHCARE,SHORT,2011-04-14,2011-05-05,14,2.824629340968112,0.9928490449917777,0.9953879383695514,5.657773271086202,-40.545496653746106,max_holding,52043.60956201562
