pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason,capital_at_entry,qty_x,qty_y,entry_px,entry_py
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2009-05-14,2009-05-28,9,-2.951325485119792,0.1379367566658958,1.4501822089883758,6.735203659764035,506.52196391186317,convergence,50000.0,646.5938159612795,-1459.0971243424858,18.936134338378903,12.169178009033203
EWA_EWT,EWA,EWT,ASIA_DEV,LONG,2009-04-30,2009-06-02,22,-2.9797058307421462,0.19116753246229817,0.984257360097218,8.858869925585719,348.2795503397181,max_holding,50000.0,525.2035029823361,-343.80124294474314,7.196737289428711,10.820927619934082
EWH_EWY,EWH,EWY,ASIA_DEV,SHORT,2009-05-27,2009-06-16,14,3.40320653270735,0.9232506892990451,0.7615497838557166,5.973174090725864,579.5551319350848,max_holding,50000.0,-2025.4255207752667,475.07217897469866,8.117323875427246,26.35529327392578
EWA_EWY,EWA,EWY,ASIA_DEV,SHORT,2009-06-02,2009-06-19,13,3.340151040350418,1.7460066669107932,0.8461498943872651,5.424174455426517,-95.49813932632127,max_holding,50854.80151425159,-1176.008637543904,299.30319903734187,8.548881530761719,28.42207336425781
XLI_ITA,XLI,ITA,INDUSTRIALS,LONG,2009-05-28,2009-06-22,17,-2.9755528143697023,-2.0655932680270657,1.0395658843972682,7.183939966287281,-74.657607773005,max_holding,50506.521963911866,229.43608020631737,-221.4433379804517,16.027353286743164,17.262866973876953
EWH_EWT,EWH,EWT,ASIA_DEV,SHORT,2009-06-04,2009-07-07,22,2.997549901517616,0.17506525946994458,0.8683624083628341,12.977591567391718,121.78147349754462,convergence,50854.80151425159,-464.4284625381046,305.39990245257115,8.64333438873291,11.41385269165039
XLY_XRT,XLY,XRT,CONSUMER_DISC,SHORT,2010-04-19,2010-05-06,13,2.997610213411612,0.032451853098339575,0.7542927071836641,13.220005897924523,104.51645117353672,convergence,51385.98237258489,-601.7346256790642,741.1508667325946,28.419353485107425,17.404136657714844
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-06,2010-05-10,2,-3.3933562122917693,0.053760288004592975,1.165590455948703,6.1320755505821145,207.37225573778767,convergence,51490.498823758426,247.49156248739334,-393.3527418056427,19.68178367614746,14.434064865112305
EZU_EWU,EZU,EWU,EUROPE,LONG,2010-04-28,2010-05-18,14,-3.1154066227971113,-0.8759895195081573,1.0469804388799806,5.963186379561934,63.12796863036274,max_holding,51385.98237258489,167.30501073220276,-217.84847355411915,21.89972305297852,17.608875274658203
EWU_EWQ,EWU,EWQ,EUROPE,SHORT,2010-04-27,2010-05-19,16,2.9611056245848784,0.7784969768961121,0.9871937579496305,6.455806101579485,67.4090244369187,max_holding,51385.98237258489,-362.7532867134627,412.35092340123765,17.58695411682129,15.273459434509276
FEZ_EWL,FEZ,EWL,EUROPE,LONG,2010-05-14,2010-05-20,4,-3.0306008041214314,-0.07590403819774219,1.165590455948703,6.1320755505821145,168.86020767632564,convergence,51697.87107949621,244.01640153117563,-387.2423309970666,19.962081909179688,14.661824226379396
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2010-05-06,2010-05-21,11,-4.980326179468041,0.007401764586787833,1.1120283439561278,6.150057843900465,458.5285176201503,convergence,51490.498823758426,714.1038977446021,-735.2037243740571,13.363465309143066,14.434064865112305
